grid_x,grid_y,nb_trp_inside,s_nb_trp_inside,impact_trp_aller
0,0,0,0,0.0
1,0,0,0,0.0
2,0,0,0,0.0
3,0,0,0,0.0
4,0,0,0,0.0
5,0,1,3,0.0
6,0,2,2,0.0
7,0,2,2,0.0
8,0,0,0,0.0
9,0,1,1,0.0
17,2,1,13,0.000051702
7,1,1,14,0.0000501608
20,5,1,28,0.0000510686
13,0,0,0,0.0
14,0,2,4,0.0
15,0,3,3,0.0
16,0,0,0,0.0
17,0,3,3,0.0
18,0,0,0,0.0
19,0,0,0,0.0
20,0,0,0,0.0
21,0,0,0,0.0
22,0,0,0,0.0
23,0,0,0,0.0
24,0,0,0,0.0
25,0,0,0,0.0
26,0,0,0,0.0
27,0,0,0,0.0
28,0,0,0,0.0
29,0,0,0,0.0
30,0,0,0,0.0
31,0,0,0,0.0
32,0,0,0,0.0
33,0,0,0,0.0
34,0,0,0,0.0
35,0,0,0,0.0
0,1,0,0,0.0
1,1,0,0,0.0
2,1,0,0,0.0
3,1,0,0,0.0
4,1,1,3,0.0
27,9,1,25,0.000153227
17,2,2,13,0.0001896021
21,6,1,15,0.0001014195
25,8,1,61,0.0000946005
9,1,1,6,0.0
6,2,2,21,0.0002341472
25,7,1,33,0.000044123
6,2,1,14,0.0000940938
6,1,1,10,0.0001469358
14,1,2,5,0.0
16,1,1,6,0.0000485775
22,2,1,17,0.0001003217
9,3,1,27,0.0000459597
11,0,1,11,0.000240354
19,1,2,2,0.0
20,1,1,1,0.0
21,1,1,3,0.0
22,1,0,0,0.0
23,1,0,0,0.0
24,1,0,0,0.0
25,1,0,0,0.0
26,1,0,0,0.0
27,1,0,0,0.0
28,1,0,0,0.0
29,1,0,0,0.0
30,1,0,0,0.0
31,1,0,0,0.0
32,1,0,0,0.0
33,1,0,0,0.0
34,1,0,0,0.0
35,1,0,0,0.0
0,2,0,0,0.0
1,2,0,0,0.0
2,2,1,2,0.0
3,2,1,3,0.0
4,2,2,5,0.0
25,8,1,60,0.0000956138
29,10,1,33,0.0000528209
22,6,2,26,0.0000449463
25,8,1,59,0.0001449935
23,6,1,30,0.0001466402
7,4,1,33,0.0001414046
29,9,1,18,0.0000495697
18,3,1,42,0.0001457958
25,9,1,54,0.0001011239
27,7,1,14,0.000046593
29,6,2,3,0.0000933971
18,1,1,5,0.0000973661
15,2,1,16,0.0000504353
8,2,1,17,0.0000994561
28,11,1,39,0.0001022639
7,3,1,10,0.0000945371
31,9,1,20,0.0001975822
18,4,1,49,0.0000498653
23,2,2,2,0.0
24,2,0,0,0.0
25,2,0,0,0.0
26,2,0,0,0.0
27,2,0,0,0.0
28,2,0,0,0.0
29,2,0,0,0.0
30,2,0,0,0.0
31,2,0,0,0.0
32,2,0,0,0.0
33,2,0,0,0.0
34,2,0,0,0.0
35,2,0,0,0.0
0,3,1,4,0.0
1,3,1,3,0.0
2,3,1,2,0.0
3,3,1,6,0.0
4,3,1,4,0.0
19,2,1,13,0.0000964794
6,3,1,16,0.0
7,3,1,14,0.0
25,4,1,2,0.0000492742
21,1,2,4,0.0002520286
17,0,3,7,0.0001478014
25,8,1,45,0.0000473108
29,8,1,24,0.0000959727
17,0,1,4,0.0000482819
22,5,1,33,0.0000970494
15,3,1,28,0.0
16,3,1,37,0.0
8,1,1,10,0.0001480336
6,2,1,16,0.0002508464
17,1,3,10,0.0000983583
25,7,1,44,0.0000910749
21,2,1,13,0.0000939671
31,8,1,6,0.0000479019
23,3,1,3,0.0
24,3,1,2,0.0
25,3,0,0,0.0
26,3,0,0,0.0
27,3,0,0,0.0
28,3,0,0,0.0
29,3,0,0,0.0
30,3,0,0,0.0
31,3,0,0,0.0
32,3,0,0,0.0
33,3,0,0,0.0
34,3,0,0,0.0
35,3,0,0,0.0
0,4,1,2,0.0
1,4,0,0,0.0
2,4,1,2,0.0
3,4,1,4,0.0
4,4,1,1,0.0
5,4,1,8,0.0
6,4,1,22,0.0
7,4,1,26,0.0
8,4,1,39,0.0
9,4,1,22,0.0
10,4,1,13,0.0
11,4,1,19,0.0
12,4,1,11,0.0
13,4,1,14,0.0
14,4,1,10,0.0
15,4,1,26,0.0
16,4,1,32,0.0
17,4,1,32,0.0
18,4,1,48,0.0
22,3,1,9,0.0001038051
26,6,1,15,0.0000465719
31,9,1,24,0.0000461285
25,5,1,12,0.0001501658
11,2,1,22,0.0000930804
14,0,1,2,0.0002003056
26,6,1,12,0.0000485353
26,4,1,1,0.0
27,4,0,0,0.0
28,4,0,0,0.0
29,4,0,0,0.0
30,4,0,0,0.0
31,4,0,0,0.0
32,4,0,0,0.0
33,4,0,0,0.0
34,4,0,0,0.0
35,4,0,0,0.0
0,5,1,1,0.0
1,5,1,2,0.0
2,5,1,3,0.0
3,5,1,4,0.0
4,5,1,4,0.0
5,5,1,6,0.0
6,5,1,21,0.0
7,5,1,15,0.0
8,5,1,25,0.0
9,5,1,31,0.0
10,5,2,29,0.0
11,5,2,20,0.0
12,5,1,24,0.0
13,5,1,14,0.0
14,5,1,22,0.0
15,5,1,16,0.0
16,5,1,23,0.0
17,5,1,15,0.0
18,5,1,32,0.0
19,5,1,31,0.0
5,0,3,3,0.0000969861
16,2,1,16,0.0000449041
25,5,1,10,0.0000524198
22,3,1,14,0.0001953444
6,1,1,13,0.0000984639
30,10,1,40,0.0001449302
11,1,2,9,0.0000526731
27,5,1,4,0.0
28,5,0,0,0.0
29,5,0,0,0.0
30,5,0,0,0.0
31,5,0,0,0.0
32,5,0,0,0.0
33,5,0,0,0.0
34,5,0,0,0.0
35,5,0,0,0.0
0,6,0,0,0.0
1,6,1,2,0.0
2,6,0,0,0.0
3,6,1,14,0.0
4,6,1,6,0.0
5,6,1,5,0.0
6,6,1,22,0.0
7,6,1,20,0.0
8,6,1,35,0.0
9,6,1,36,0.0
10,6,1,18,0.0
11,6,1,17,0.0
12,6,1,14,0.0
13,6,1,21,0.0
14,6,1,23,0.0
15,6,1,31,0.0
16,6,1,18,0.0
17,6,1,31,0.0
18,6,1,24,0.0
19,6,1,28,0.0
20,6,1,24,0.0
27,10,1,31,0.0000480075
24,7,1,31,0.0001036151
23,6,1,32,0.0
7,0,1,3,0.0000967327
31,10,1,16,0.000047733
9,3,1,30,0.0001446346
18,3,1,11,0.0001513903
23,2,2,3,0.0000964372
29,6,2,5,0.0
30,6,0,0,0.0
31,6,0,0,0.0
32,6,0,0,0.0
33,6,0,0,0.0
34,6,0,0,0.0
35,6,0,0,0.0
0,7,1,5,0.0
1,7,1,6,0.0
2,7,1,2,0.0
3,7,1,10,0.0
4,7,1,6,0.0
5,7,1,14,0.0
6,7,1,11,0.0
7,7,2,27,0.0
8,7,1,21,0.0
9,7,1,32,0.0
10,7,1,26,0.0
11,7,1,14,0.0
12,7,1,21,0.0
13,7,2,20,0.0
14,7,1,14,0.0
15,7,1,37,0.0
16,7,1,23,0.0
17,7,1,30,0.0
18,7,1,22,0.0
19,7,1,15,0.0
20,7,1,23,0.0
21,7,1,21,0.0
22,7,1,30,0.0
13,1,1,11,0.0001964844
24,7,1,26,0.0
20,5,1,30,0.00019792
30,9,1,24,0.0000502453
21,4,1,37,0.000045263
28,7,1,10,0.0
29,7,2,3,0.0
28,9,1,23,0.0001426079
31,7,0,0,0.0
32,7,0,0,0.0
33,7,0,0,0.0
34,7,0,0,0.0
35,7,0,0,0.0
0,8,1,2,0.0
1,8,1,4,0.0
2,8,1,5,0.0
3,8,1,7,0.0
4,8,1,9,0.0
5,8,1,17,0.0
6,8,1,19,0.0
7,8,1,18,0.0
8,8,1,17,0.0
9,8,1,21,0.0
10,8,1,19,0.0
11,8,1,11,0.0
12,8,1,95,0.0
13,8,1,122,0.0
14,8,1,126,0.0
15,8,1,144,0.0
16,8,1,92,0.0
17,8,1,84,0.0
18,8,1,88,0.0
19,8,1,74,0.0
20,8,1,52,0.0
21,8,1,70,0.0
22,8,1,59,0.0
23,8,1,47,0.0
6,0,1,6,0.0001398846
13,2,1,18,0.0001464713
17,0,2,9,0.0000996461
27,8,1,26,0.0
29,12,1,40,0.000047163
6,0,1,3,0.0000513853
19,4,1,25,0.0000501819
31,8,1,5,0.0
32,8,1,3,0.0
33,8,1,5,0.0
34,8,0,0,0.0
35,8,0,0,0.0
0,9,1,1,0.0
1,9,1,3,0.0
2,9,1,5,0.0
3,9,1,4,0.0
4,9,1,11,0.0
5,9,1,17,0.0
6,9,1,17,0.0
7,9,1,19,0.0
8,9,1,21,0.0
9,9,2,28,0.0
10,9,1,13,0.0
11,9,1,87,0.0
12,9,1,65,0.0
13,9,1,132,0.0
14,9,1,131,0.0
15,9,1,116,0.0
16,9,1,91,0.0
17,9,2,75,0.0
18,9,1,63,0.0
19,9,1,47,0.0
20,9,1,35,0.0
21,9,1,29,0.0
22,9,2,19,0.0
23,9,1,7,0.0
24,9,1,28,0.0
25,9,1,57,0.0
23,2,1,2,0.0000953816
21,4,1,32,0.0001467458
28,9,1,25,0.0
29,9,1,11,0.0
10,4,1,13,0.0000501186
19,2,1,15,0.0000992661
32,9,1,7,0.0
33,9,1,8,0.0
34,9,0,0,0.0
