nb_cycle_retour,moy_cycle_retour,d_veg,propor_utilisa_retour
37,23,15.0,52.046783625730995
37,23,15.0,52.046783625730995
37,23,15.0,52.046783625730995
33,22,15.0,53.3625730994152
37,23,15.0,52.046783625730995
33,22,15.0,52.046783625730995
33,22,15.0,53.3625730994152
34,22,15.0,52.046783625730995
34,22,15.0,53.3625730994152
38,23,15.0,52.046783625730995
38,23,15.0,52.046783625730995
34,22,15.0,52.046783625730995
34,22,15.0,53.3625730994152
34,22,15.0,52.046783625730995
38,23,15.0,52.046783625730995
34,22,15.0,53.3625730994152
38,23,15.0,52.046783625730995
34,22,15.0,52.046783625730995
35,22,15.0,52.046783625730995
39,23,15.0,52.046783625730995
39,23,15.0,52.046783625730995
39,23,15.0,52.046783625730995
39,23,15.0,52.046783625730995
51,22,15.0,53.65497076023392
51,22,15.0,53.65497076023392
52,22,15.0,53.65497076023392
52,22,15.0,53.65497076023392
52,22,15.0,53.65497076023392
52,22,15.0,53.65497076023392
53,22,15.0,53.65497076023392
53,22,15.0,53.65497076023392
43,23,15.0,55.04385964912281
53,22,15.0,53.65497076023392
43,23,15.0,55.04385964912281
43,23,15.0,55.04385964912281
44,23,15.0,55.04385964912281
44,23,15.0,55.04385964912281
44,23,15.0,55.04385964912281
44,23,15.0,55.04385964912281
45,23,15.0,55.04385964912281
53,23,15.0,53.3625730994152
45,23,15.0,55.04385964912281
53,23,15.0,53.3625730994152
45,23,15.0,55.04385964912281
45,23,15.0,55.04385964912281
53,23,15.0,53.3625730994152
46,23,15.0,55.04385964912281
54,23,15.0,53.3625730994152
46,23,15.0,55.04385964912281
54,23,15.0,53.3625730994152
54,23,15.0,53.3625730994152
46,23,15.0,55.04385964912281
54,23,15.0,53.3625730994152
46,23,15.0,55.04385964912281
55,23,15.0,53.3625730994152
47,23,15.0,55.04385964912281
55,23,15.0,53.3625730994152
47,23,15.0,55.04385964912281
47,23,15.0,55.04385964912281
55,23,15.0,53.3625730994152
55,23,15.0,53.3625730994152
47,23,15.0,55.04385964912281
56,23,15.0,53.3625730994152
48,23,15.0,55.04385964912281
56,23,15.0,53.3625730994152
56,23,15.0,53.3625730994152
56,23,15.0,53.3625730994152
57,23,15.0,53.3625730994152
64,24,15.0,53.289473684210535
65,24,15.0,53.289473684210535
65,24,15.0,53.289473684210535
65,24,15.0,53.289473684210535
65,24,15.0,53.289473684210535
66,24,15.0,53.289473684210535
66,24,15.0,53.289473684210535
66,24,15.0,53.289473684210535
66,24,15.0,53.289473684210535
67,24,15.0,53.289473684210535
67,24,15.0,53.289473684210535
67,24,15.0,53.289473684210535
67,24,15.0,53.289473684210535
68,24,15.0,53.289473684210535
68,24,15.0,53.289473684210535
68,24,15.0,53.289473684210535
68,24,15.0,53.289473684210535
69,24,15.0,53.289473684210535
69,24,15.0,53.289473684210535
69,24,15.0,53.289473684210535
69,24,15.0,53.289473684210535
70,24,15.0,53.289473684210535
70,24,15.0,53.289473684210535
61,23,15.0,54.60526315789473
61,23,15.0,54.60526315789473
62,23,15.0,54.60526315789473
62,23,15.0,54.60526315789473
62,23,15.0,54.60526315789473
62,23,15.0,54.60526315789473
63,23,15.0,54.60526315789473
63,23,15.0,54.60526315789473
63,23,15.0,54.60526315789473
63,23,15.0,54.60526315789473
64,23,15.0,54.60526315789473
64,23,15.0,54.60526315789473
64,23,15.0,54.60526315789473
64,23,15.0,54.60526315789473
65,23,15.0,54.60526315789473
65,23,15.0,54.60526315789473
65,23,15.0,54.60526315789473
65,23,15.0,54.60526315789473
66,23,15.0,54.60526315789473
102,22,15.0,52.046783625730995
102,22,15.0,52.046783625730995
37,22,15.0,53.80116959064327
37,22,15.0,53.80116959064327
37,22,15.0,53.80116959064327
0,0,15.0,53.216374269005854
40,23,15.0,53.216374269005854
41,23,15.0,53.216374269005854
41,23,15.0,53.216374269005854
41,23,15.0,53.216374269005854
41,23,15.0,53.216374269005854
42,23,15.0,53.216374269005854
42,23,15.0,53.216374269005854
42,23,15.0,53.216374269005854
42,23,15.0,53.216374269005854
43,23,15.0,53.216374269005854
43,23,15.0,53.216374269005854
43,23,15.0,53.216374269005854
43,23,15.0,53.216374269005854
