nb_cycle_retour,moy_cycle_retour,d_eau,propor_utilisa_retour
55,22,20.0,42.98245614035088
50,21,20.0,43.859649122807014
52,22,20.0,42.54385964912281
52,22,20.0,42.54385964912281
50,21,20.0,43.859649122807014
50,21,20.0,43.932748538011694
52,22,20.0,42.54385964912281
52,22,20.0,42.54385964912281
50,21,20.0,43.932748538011694
51,21,20.0,43.932748538011694
