grid_x,grid_y,nb_trp_inside,s_nb_trp_inside,impact_trp_retour
0,0,0,0,0.0
1,0,0,0,0.0
2,0,0,0,0.0
3,0,0,0,0.0
4,0,0,0,0.0
5,0,0,0,0.0
6,0,2,162,0.0
7,0,1,85,0.0
8,0,1,66,0.0
9,0,3,238,0.0
12,0,2,162,0.0004073136
19,1,1,71,0.0004278567
20,6,2,162,0.0002188134
13,0,1,88,0.0
14,0,2,148,0.0
15,0,0,0,0.0
16,0,1,81,0.0
17,0,1,77,0.0
18,0,0,0,0.0
19,0,1,80,0.0
20,0,0,0,0.0
21,0,0,0,0.0
22,0,0,0,0.0
23,0,0,0,0.0
24,0,0,0,0.0
25,0,0,0,0.0
26,0,0,0,0.0
27,0,0,0,0.0
28,0,0,0,0.0
29,0,0,0,0.0
30,0,0,0,0.0
31,0,0,0,0.0
32,0,0,0,0.0
33,0,0,0,0.0
34,0,0,0,0.0
35,0,0,0,0.0
0,1,0,0,0.0
1,1,0,0,0.0
2,1,0,0,0.0
3,1,0,0,0.0
4,1,3,209,0.0
26,7,1,62,0.0004022622
6,1,1,2,0.0
30,8,3,91,0.0006246026
8,1,1,2,0.0
18,2,2,175,0.0014232556
20,1,4,320,0.0004064603
29,7,1,42,0.0002046162
11,0,2,162,0.0002059939
14,1,1,83,0.0004071645
26,5,2,107,0.0006505563
23,4,2,149,0.0006372444
6,0,1,73,0.0004062003
19,3,4,372,0.000588562
9,0,3,238,0.0002158364
19,1,1,72,0.0
20,1,3,259,0.0
21,1,2,143,0.0
22,1,1,67,0.0
23,1,1,65,0.0
24,1,0,0,0.0
25,1,0,0,0.0
26,1,0,0,0.0
27,1,0,0,0.0
28,1,0,0,0.0
29,1,0,0,0.0
30,1,0,0,0.0
31,1,0,0,0.0
32,1,0,0,0.0
33,1,0,0,0.0
34,1,0,0,0.0
35,1,0,0,0.0
0,2,0,0,0.0
1,2,0,0,0.0
2,2,0,0,0.0
3,2,0,0,0.0
4,2,1,90,0.0
12,3,3,255,0.0003919969
6,2,1,2,0.0
19,4,1,95,0.0004295149
29,9,2,102,0.0003973836
27,9,2,99,0.0006172503
27,9,2,102,0.0004045819
23,6,2,142,0.0003885856
12,2,1,95,0.0
25,10,1,93,0.0006134978
14,2,1,8,0.0
28,8,4,148,0.0005963923
29,10,2,80,0.0004242187
8,2,2,167,0.0003951968
25,5,2,136,0.0009886822
27,7,3,147,0.0001879087
20,2,1,68,0.0
30,13,5,82,0.0010246106
21,6,2,170,0.0008159842
23,2,0,0,0.0
24,2,0,0,0.0
25,2,0,0,0.0
26,2,0,0,0.0
27,2,0,0,0.0
28,2,0,0,0.0
29,2,0,0,0.0
30,2,0,0,0.0
31,2,0,0,0.0
32,2,0,0,0.0
33,2,0,0,0.0
34,2,0,0,0.0
35,2,0,0,0.0
0,3,0,0,0.0
1,3,0,0,0.0
2,3,0,0,0.0
3,3,0,0,0.0
4,3,1,3,0.0
31,9,2,34,0.0012077684
30,13,3,47,0.0003951916
26,5,3,164,0.0002069798
28,8,3,85,0.0005998884
10,2,1,100,0.0011687615
20,4,3,250,0.0006049982
16,0,1,83,0.0003830141
4,1,3,209,0.0002104211
31,12,4,128,0.0006249924
10,1,2,173,0.0003775757
15,3,2,186,0.0
16,3,2,173,0.0
24,3,1,56,0.0010192415
18,3,1,12,0.0
27,12,2,55,0.0001878287
20,3,3,246,0.0
26,8,2,102,0.0003856867
29,8,4,137,0.0002223587
23,3,1,80,0.0
24,3,1,56,0.0
25,3,0,0,0.0
26,3,0,0,0.0
27,3,0,0,0.0
28,3,0,0,0.0
29,3,0,0,0.0
30,3,0,0,0.0
31,3,0,0,0.0
32,3,0,0,0.0
33,3,0,0,0.0
34,3,0,0,0.0
35,3,0,0,0.0
0,4,0,0,0.0
1,4,0,0,0.0
2,4,0,0,0.0
3,4,0,0,0.0
4,4,1,1,0.0
5,4,1,14,0.0
6,4,1,93,0.0
7,4,1,11,0.0
8,4,1,104,0.0
9,4,2,208,0.0
10,4,1,4,0.0
11,4,1,106,0.0
12,4,1,6,0.0
13,4,1,106,0.0
14,4,1,4,0.0
15,4,1,15,0.0
16,4,1,15,0.0
17,4,1,103,0.0
18,4,4,329,0.0
19,4,1,93,0.0
20,4,3,255,0.0
20,4,3,250,0.0004024146
22,4,1,81,0.0
15,1,3,225,0.0008372799
24,4,0,0,0.0
4,1,3,211,0.0001976591
26,4,0,0,0.0
27,4,0,0,0.0
28,4,0,0,0.0
29,4,0,0,0.0
30,4,0,0,0.0
31,4,0,0,0.0
32,4,0,0,0.0
33,4,0,0,0.0
34,4,0,0,0.0
35,4,0,0,0.0
0,5,0,0,0.0
1,5,0,0,0.0
2,5,0,0,0.0
3,5,0,0,0.0
4,5,0,0,0.0
5,5,1,13,0.0
6,5,1,8,0.0
7,5,1,9,0.0
8,5,1,16,0.0
9,5,1,18,0.0
10,5,1,5,0.0
11,5,1,17,0.0
12,5,1,5,0.0
13,5,1,14,0.0
14,5,1,10,0.0
15,5,1,18,0.0
16,5,1,8,0.0
17,5,1,20,0.0
18,5,1,24,0.0
19,5,1,24,0.0
30,6,1,37,0.0004120408
25,6,1,72,0.0004328189
20,3,3,243,0.0001855981
16,3,2,172,0.0003947365
18,4,2,183,0.0006205177
16,3,2,174,0.0006244939
29,8,4,137,0.0004139308
20,2,2,152,0.0006131657
28,5,0,0,0.0
29,5,0,0,0.0
30,5,0,0,0.0
31,5,0,0,0.0
32,5,0,0,0.0
33,5,0,0,0.0
34,5,0,0,0.0
35,5,0,0,0.0
0,6,0,0,0.0
1,6,0,0,0.0
2,6,0,0,0.0
3,6,0,0,0.0
4,6,0,0,0.0
5,6,1,12,0.0
6,6,1,8,0.0
7,6,1,7,0.0
8,6,1,15,0.0
9,6,1,21,0.0
10,6,1,9,0.0
11,6,1,12,0.0
12,6,1,9,0.0
13,6,1,11,0.0
14,6,1,16,0.0
15,6,1,12,0.0
16,6,1,13,0.0
17,6,1,21,0.0
18,6,1,18,0.0
19,6,1,30,0.0
20,6,2,175,0.0
21,2,2,172,0.0002103068
22,6,2,20,0.0
11,4,1,109,0.0002124368
24,6,1,14,0.0
25,6,2,130,0.0
24,7,1,109,0.0002097057
32,12,2,19,0.0004065202
29,10,2,81,0.0004075724
29,6,1,3,0.0
30,6,1,36,0.0
31,6,0,0,0.0
32,6,0,0,0.0
33,6,0,0,0.0
34,6,0,0,0.0
35,6,0,0,0.0
0,7,0,0,0.0
1,7,0,0,0.0
2,7,0,0,0.0
3,7,0,0,0.0
4,7,0,0,0.0
5,7,1,10,0.0
6,7,2,11,0.0
7,7,1,5,0.0
8,7,1,17,0.0
9,7,1,19,0.0
10,7,1,10,0.0
11,7,1,11,0.0
12,7,1,14,0.0
13,7,1,6,0.0
14,7,1,19,0.0
15,7,1,10,0.0
16,7,1,20,0.0
17,7,1,26,0.0
18,7,1,27,0.0
19,7,2,40,0.0
20,7,1,47,0.0
21,7,1,31,0.0
22,7,1,99,0.0
13,2,1,78,0.0003943752
24,7,2,138,0.0
7,1,1,82,0.0006131775
26,7,1,64,0.0
12,3,2,164,0.0001877694
29,13,5,84,0.0002057853
23,6,2,141,0.0004020698
15,2,2,192,0.0006237037
31,7,0,0,0.0
32,7,0,0,0.0
33,7,0,0,0.0
34,7,0,0,0.0
35,7,0,0,0.0
0,8,0,0,0.0
1,8,0,0,0.0
2,8,0,0,0.0
3,8,0,0,0.0
4,8,0,0,0.0
5,8,1,5,0.0
6,8,1,20,0.0
7,8,1,5,0.0
8,8,1,18,0.0
9,8,1,17,0.0
10,8,1,18,0.0
11,8,1,11,0.0
12,8,1,12,0.0
13,8,1,8,0.0
14,8,1,22,0.0
15,8,1,10,0.0
16,8,1,25,0.0
17,8,1,22,0.0
18,8,1,124,0.0
19,8,1,94,0.0
20,8,1,52,0.0
21,8,1,45,0.0
22,8,1,35,0.0
23,8,1,25,0.0
8,3,1,91,0.0004083791
13,4,1,105,0.0004042765
29,11,4,111,0.0008347497
25,9,1,66,0.0004069306
21,3,2,159,0.0006490174
13,0,2,164,0.0010150237
30,8,1,37,0.0
31,8,0,0,0.0
32,8,0,0,0.0
33,8,0,0,0.0
34,8,0,0,0.0
35,8,0,0,0.0
0,9,0,0,0.0
1,9,0,0,0.0
2,9,0,0,0.0
3,9,0,0,0.0
4,9,0,0,0.0
5,9,1,3,0.0
6,9,2,27,0.0
7,9,1,4,0.0
8,9,1,14,0.0
9,9,2,22,0.0
10,9,3,20,0.0
11,9,1,7,0.0
12,9,1,13,0.0
13,9,1,19,0.0
14,9,1,11,0.0
15,9,1,24,0.0
16,9,1,27,0.0
17,9,1,124,0.0
18,9,1,68,0.0
19,9,1,32,0.0
20,9,1,12,0.0
21,9,1,12,0.0
22,9,1,14,0.0
23,9,1,12,0.0
24,9,2,110,0.0
25,9,1,49,0.0
26,9,1,25,0.0
12,2,2,172,0.0003828458
23,5,1,67,0.0008370352
29,9,1,59,0.0
26,11,1,42,0.00059076
4,2,1,90,0.0001990655
32,9,0,0,0.0
33,9,0,0,0.0
34,9,0,0,0.0
35,9,0,0,0.0
