nb_cycle_retour,moy_cycle_retour,d_res_soc,jour_res_soc,nbr_elmt_res_soc,propor_utilisa_retour
37,20,109.0,4,5,84.21052631578947
35,20,109.0,2,5,82.01754385964912
35,20,109.0,2,5,82.01754385964912
36,20,109.0,2,5,82.01754385964912
36,20,109.0,2,5,82.01754385964912
37,20,109.0,2,5,84.21052631578947
37,20,109.0,2,5,84.21052631578947
38,20,109.0,2,5,84.21052631578947
38,20,109.0,2,5,84.21052631578947
38,20,109.0,2,5,84.21052631578947
38,20,109.0,2,5,84.21052631578947
39,20,109.0,2,5,84.21052631578947
39,20,109.0,2,5,84.21052631578947
39,20,109.0,2,5,84.21052631578947
39,20,109.0,2,5,84.21052631578947
40,20,109.0,2,5,84.21052631578947
40,20,109.0,2,5,84.21052631578947
40,20,109.0,2,5,84.21052631578947
40,20,109.0,2,5,84.21052631578947
41,20,109.0,2,5,84.21052631578947
37,20,109.0,2,5,83.18713450292398
37,20,109.0,2,5,83.18713450292398
37,20,109.0,4,5,83.40643274853801
37,20,109.0,6,5,84.06432748538012
37,20,109.0,4,5,81.7982456140351
37,20,109.0,4,5,81.7982456140351
38,20,109.0,4,5,81.7982456140351
35,20,109.0,4,5,84.35672514619883
35,20,109.0,4,5,84.35672514619883
35,20,109.0,4,5,84.35672514619883
35,20,109.0,4,5,84.35672514619883
36,20,109.0,4,5,84.35672514619883
36,20,109.0,4,5,84.35672514619883
36,20,109.0,4,5,84.35672514619883
36,20,109.0,4,5,84.35672514619883
37,20,109.0,4,5,84.35672514619883
37,20,109.0,4,5,84.35672514619883
34,20,109.0,6,5,84.4298245614035
34,20,109.0,6,5,84.4298245614035
34,20,109.0,6,5,84.4298245614035
35,20,109.0,6,5,84.4298245614035
35,20,109.0,6,5,84.4298245614035
35,20,109.0,6,5,84.4298245614035
37,20,75.0,2,7,81.06725146198829
37,20,75.0,2,7,81.06725146198829
39,20,109.0,6,5,82.01754385964912
39,20,109.0,6,5,82.01754385964912
0,0,109.0,6,5,0.0
40,20,109.0,6,5,82.01754385964912
36,20,109.0,6,5,83.40643274853801
36,20,109.0,6,5,83.40643274853801
36,20,109.0,6,5,83.40643274853801
36,20,109.0,6,5,83.40643274853801
37,20,109.0,6,5,83.40643274853801
37,20,109.0,6,5,83.40643274853801
37,20,109.0,6,5,83.40643274853801
37,20,109.0,6,5,83.40643274853801
35,20,75.0,2,7,81.57894736842105
35,20,75.0,2,7,81.57894736842105
35,20,75.0,2,7,81.57894736842105
36,20,75.0,2,7,81.57894736842105
36,20,75.0,2,7,81.57894736842105
0,0,75.0,2,7,0.0
36,20,75.0,2,7,81.65204678362574
37,20,75.0,2,7,82.0906432748538
36,20,75.0,2,7,81.65204678362574
36,20,75.0,2,7,81.65204678362574
37,20,75.0,2,7,82.0906432748538
37,20,75.0,2,7,82.0906432748538
36,20,75.0,2,7,81.65204678362574
37,20,75.0,2,7,82.0906432748538
37,20,75.0,4,7,80.99415204678363
37,20,75.0,4,7,80.99415204678363
37,20,75.0,4,7,80.99415204678363
38,20,75.0,4,7,80.99415204678363
38,20,75.0,4,7,80.99415204678363
38,20,75.0,4,7,80.99415204678363
38,20,75.0,4,7,80.99415204678363
39,20,75.0,4,7,80.99415204678363
39,20,75.0,4,7,80.99415204678363
39,20,75.0,4,7,80.99415204678363
39,20,75.0,4,7,80.99415204678363
40,20,75.0,4,7,80.99415204678363
37,20,75.0,4,7,81.72514619883042
37,20,75.0,4,7,81.72514619883042
38,20,75.0,4,7,81.72514619883042
38,20,75.0,4,7,81.72514619883042
37,20,75.0,4,7,82.16374269005848
37,20,75.0,4,7,82.16374269005848
38,20,75.0,4,7,81.72514619883042
37,20,75.0,4,7,82.16374269005848
38,20,75.0,4,7,81.72514619883042
39,20,75.0,4,7,81.72514619883042
37,20,75.0,4,7,82.16374269005848
39,20,75.0,4,7,81.72514619883042
39,20,75.0,4,7,81.72514619883042
39,20,75.0,4,7,81.72514619883042
0,0,75.0,6,7,0.0
36,20,75.0,6,7,80.99415204678363
36,20,75.0,6,7,80.99415204678363
36,20,75.0,6,7,80.99415204678363
36,20,75.0,6,7,80.99415204678363
37,20,75.0,6,7,80.99415204678363
37,20,75.0,6,7,80.99415204678363
37,20,75.0,6,7,80.99415204678363
37,20,75.0,6,7,80.99415204678363
38,20,75.0,6,7,80.99415204678363
38,20,75.0,6,7,80.99415204678363
35,20,75.0,6,7,81.57894736842105
35,20,75.0,6,7,81.57894736842105
35,20,75.0,6,7,81.57894736842105
36,20,75.0,6,7,81.57894736842105
37,20,75.0,6,7,81.65204678362574
37,20,92.0,2,7,82.52923976608187
37,20,75.0,6,7,81.65204678362574
37,20,92.0,2,7,82.52923976608187
37,20,92.0,2,7,82.52923976608187
37,20,75.0,6,7,81.65204678362574
37,20,75.0,6,7,81.65204678362574
38,20,92.0,2,7,82.52923976608187
38,20,75.0,6,7,81.65204678362574
38,20,92.0,2,7,82.52923976608187
38,20,75.0,6,7,81.65204678362574
38,20,92.0,2,7,82.52923976608187
38,20,75.0,6,7,81.65204678362574
38,20,92.0,2,7,82.52923976608187
39,20,92.0,2,7,82.52923976608187
38,20,75.0,6,7,81.65204678362574
39,20,92.0,2,7,82.52923976608187
39,20,75.0,6,7,81.65204678362574
39,20,75.0,6,7,81.65204678362574
39,20,92.0,2,7,82.52923976608187
39,20,75.0,6,7,81.65204678362574
39,20,92.0,2,7,82.52923976608187
39,20,75.0,6,7,81.65204678362574
40,20,92.0,2,7,82.52923976608187
40,20,75.0,6,7,81.65204678362574
37,20,75.0,6,7,82.0906432748538
40,20,75.0,6,7,81.65204678362574
37,20,75.0,6,7,82.0906432748538
40,20,75.0,6,7,81.65204678362574
37,20,75.0,6,7,82.0906432748538
38,20,75.0,6,7,82.0906432748538
38,20,75.0,6,7,82.0906432748538
38,20,75.0,6,7,82.0906432748538
38,20,75.0,6,7,82.0906432748538
39,20,75.0,6,7,82.0906432748538
39,20,75.0,6,7,82.0906432748538
39,20,75.0,6,7,82.0906432748538
39,20,75.0,6,7,82.0906432748538
40,20,75.0,6,7,82.0906432748538
37,20,92.0,2,7,83.55263157894737
37,20,92.0,2,7,83.55263157894737
38,20,92.0,2,7,83.55263157894737
38,20,92.0,2,7,83.55263157894737
38,20,92.0,2,7,82.0906432748538
38,20,92.0,2,7,82.0906432748538
39,20,92.0,2,7,82.0906432748538
39,20,92.0,2,7,82.0906432748538
39,20,92.0,2,7,82.0906432748538
39,20,92.0,2,7,82.0906432748538
40,20,92.0,2,7,82.0906432748538
38,20,92.0,4,7,83.26023391812866
40,20,92.0,2,7,82.0906432748538
38,20,92.0,4,7,83.26023391812866
38,20,92.0,4,7,83.26023391812866
40,20,92.0,2,7,82.0906432748538
38,20,92.0,4,7,83.26023391812866
39,20,92.0,4,7,83.26023391812866
39,20,92.0,4,7,83.26023391812866
0,0,92.0,4,7,0.0
38,20,92.0,4,7,83.55263157894737
38,20,92.0,4,7,83.55263157894737
39,20,92.0,4,7,83.55263157894737
39,20,92.0,4,7,83.55263157894737
39,20,92.0,4,7,83.55263157894737
37,20,92.0,6,7,82.45614035087719
37,20,92.0,6,7,82.45614035087719
37,20,92.0,6,7,82.45614035087719
37,20,92.0,6,7,82.45614035087719
36,20,92.0,4,7,82.16374269005848
36,20,92.0,4,7,82.16374269005848
36,20,92.0,4,7,82.16374269005848
37,20,92.0,4,7,82.16374269005848
37,20,92.0,4,7,82.16374269005848
37,20,92.0,4,7,82.16374269005848
37,20,92.0,4,7,82.16374269005848
38,20,92.0,4,7,82.16374269005848
38,20,92.0,4,7,82.16374269005848
37,20,92.0,6,7,83.55263157894737
37,21,92.0,6,7,82.0906432748538
39,21,109.0,2,7,83.62573099415205
39,21,109.0,2,7,83.62573099415205
40,21,109.0,2,7,83.62573099415205
40,21,109.0,2,7,83.62573099415205
40,21,109.0,2,7,83.62573099415205
40,21,109.0,2,7,83.62573099415205
41,21,109.0,2,7,83.62573099415205
41,21,109.0,2,7,83.62573099415205
37,20,109.0,2,7,83.40643274853801
37,20,109.0,2,7,83.40643274853801
37,20,109.0,2,7,83.40643274853801
38,20,109.0,2,7,83.40643274853801
37,20,109.0,2,7,82.60233918128655
37,20,109.0,2,7,82.60233918128655
37,20,109.0,2,7,82.60233918128655
38,20,109.0,2,7,82.60233918128655
38,20,109.0,2,7,82.60233918128655
38,20,109.0,2,7,82.60233918128655
38,20,109.0,2,7,82.60233918128655
39,20,109.0,2,7,82.60233918128655
39,20,109.0,2,7,82.60233918128655
37,20,109.0,4,7,83.62573099415205
39,20,109.0,4,7,83.04093567251462
39,20,109.0,4,7,83.04093567251462
40,20,109.0,4,7,83.04093567251462
35,20,109.0,4,7,83.47953216374269
35,20,109.0,4,7,83.47953216374269
35,20,109.0,4,7,83.47953216374269
36,20,109.0,4,7,83.47953216374269
36,20,109.0,4,7,82.7485380116959
36,20,109.0,4,7,82.7485380116959
36,20,109.0,4,7,83.47953216374269
36,20,109.0,4,7,82.7485380116959
36,20,109.0,4,7,83.47953216374269
36,20,109.0,4,7,83.47953216374269
37,20,109.0,4,7,83.47953216374269
37,20,109.0,4,7,83.47953216374269
37,20,109.0,4,7,83.47953216374269
38,20,109.0,6,7,82.96783625730994
39,20,109.0,6,7,82.96783625730994
39,20,109.0,6,7,82.96783625730994
39,20,109.0,6,7,82.96783625730994
39,20,109.0,6,7,82.96783625730994
40,20,109.0,6,7,82.96783625730994
40,20,109.0,6,7,82.96783625730994
40,20,109.0,6,7,82.96783625730994
40,20,109.0,6,7,82.96783625730994
41,20,109.0,6,7,82.96783625730994
41,20,109.0,6,7,82.96783625730994
38,20,109.0,6,7,83.47953216374269
38,20,109.0,6,7,83.47953216374269
39,20,109.0,6,7,83.47953216374269
39,20,109.0,6,7,83.47953216374269
39,20,109.0,6,7,83.47953216374269
36,20,109.0,6,7,83.62573099415205
36,20,109.0,6,7,83.62573099415205
36,20,109.0,6,7,83.62573099415205
35,20,109.0,6,7,82.7485380116959
35,20,109.0,6,7,82.7485380116959
36,20,109.0,6,7,82.7485380116959
38,20,75.0,2,9,82.30994152046783
38,20,75.0,2,9,82.30994152046783
36,20,109.0,6,7,82.7485380116959
36,20,109.0,6,7,82.7485380116959
36,20,109.0,6,7,82.7485380116959
37,20,109.0,6,7,82.7485380116959
37,20,109.0,6,7,82.7485380116959
37,20,109.0,6,7,82.7485380116959
37,20,109.0,6,7,82.7485380116959
38,20,109.0,6,7,82.7485380116959
38,20,109.0,6,7,82.7485380116959
38,20,109.0,6,7,82.7485380116959
38,20,109.0,6,7,82.7485380116959
39,20,109.0,6,7,82.7485380116959
38,20,75.0,2,9,82.7485380116959
38,20,75.0,2,9,82.7485380116959
38,20,75.0,2,9,82.7485380116959
39,20,75.0,2,9,82.7485380116959
39,20,75.0,2,9,82.7485380116959
39,20,75.0,2,9,82.7485380116959
39,20,75.0,2,9,82.7485380116959
40,20,75.0,2,9,82.7485380116959
40,20,75.0,2,9,82.7485380116959
39,19,75.0,2,9,83.40643274853801
39,19,75.0,2,9,83.40643274853801
40,19,75.0,2,9,83.40643274853801
37,20,75.0,4,9,82.16374269005848
40,20,75.0,2,9,82.45614035087719
40,20,75.0,2,9,82.45614035087719
40,20,75.0,2,9,82.45614035087719
36,20,75.0,4,9,82.82163742690058
37,20,75.0,4,9,82.82163742690058
0,0,75.0,4,9,0.0
35,20,75.0,4,9,82.45614035087719
35,20,75.0,4,9,82.45614035087719
36,20,75.0,4,9,82.45614035087719
36,20,75.0,4,9,82.45614035087719
36,20,75.0,4,9,82.45614035087719
36,20,75.0,4,9,82.45614035087719
37,20,75.0,4,9,82.45614035087719
37,20,75.0,4,9,82.45614035087719
37,20,75.0,4,9,83.40643274853801
37,20,75.0,4,9,83.40643274853801
37,20,75.0,4,9,83.40643274853801
37,20,75.0,4,9,83.40643274853801
38,20,75.0,4,9,83.40643274853801
38,20,75.0,4,9,83.40643274853801
38,20,75.0,4,9,83.40643274853801
38,20,75.0,4,9,83.40643274853801
35,20,75.0,6,9,82.89473684210526
37,20,75.0,6,9,82.23684210526315
37,20,75.0,6,9,82.23684210526315
38,20,75.0,6,9,82.23684210526315
36,20,75.0,6,9,82.45614035087719
36,20,75.0,6,9,82.45614035087719
36,20,75.0,6,9,82.45614035087719
37,20,75.0,6,9,82.45614035087719
37,20,75.0,6,9,82.45614035087719
37,20,75.0,6,9,82.45614035087719
36,20,75.0,6,9,83.62573099415205
37,20,75.0,6,9,83.62573099415205
37,20,75.0,6,9,83.62573099415205
37,20,75.0,6,9,83.62573099415205
37,20,75.0,6,9,83.62573099415205
38,20,75.0,6,9,83.62573099415205
35,20,92.0,2,9,82.16374269005848
36,20,92.0,2,9,82.16374269005848
36,20,92.0,2,9,82.7485380116959
36,20,92.0,2,9,82.16374269005848
36,20,92.0,2,9,82.16374269005848
36,20,92.0,2,9,82.7485380116959
36,20,92.0,2,9,82.7485380116959
36,20,92.0,2,9,82.16374269005848
36,20,92.0,2,9,82.60233918128655
37,20,92.0,2,9,82.16374269005848
37,20,92.0,2,9,82.7485380116959
37,20,92.0,2,9,82.7485380116959
37,20,92.0,2,9,82.16374269005848
37,20,92.0,2,9,82.60233918128655
37,20,92.0,2,9,82.16374269005848
37,20,92.0,2,9,82.7485380116959
37,20,92.0,2,9,82.60233918128655
37,20,92.0,2,9,82.60233918128655
37,20,92.0,2,9,82.7485380116959
37,20,92.0,2,9,82.16374269005848
37,20,92.0,2,9,82.60233918128655
38,20,92.0,2,9,82.16374269005848
38,20,92.0,2,9,82.16374269005848
38,20,92.0,2,9,82.60233918128655
37,20,92.0,2,9,82.16374269005848
38,21,92.0,4,9,82.89473684210526
38,21,92.0,4,9,82.89473684210526
0,0,92.0,4,9,0.0
37,20,92.0,4,9,82.23684210526315
37,20,92.0,4,9,82.23684210526315
37,20,92.0,4,9,82.23684210526315
37,20,92.0,4,9,82.23684210526315
38,20,92.0,4,9,82.23684210526315
38,20,92.0,4,9,82.23684210526315
38,20,92.0,4,9,82.23684210526315
38,20,92.0,4,9,82.23684210526315
39,20,92.0,4,9,82.23684210526315
38,20,92.0,6,9,82.89473684210526
38,20,92.0,6,9,82.89473684210526
39,20,92.0,6,9,82.89473684210526
39,20,92.0,6,9,82.89473684210526
39,20,92.0,6,9,82.89473684210526
39,20,92.0,6,9,82.89473684210526
40,20,92.0,6,9,82.89473684210526
40,20,92.0,6,9,82.89473684210526
40,20,92.0,6,9,82.89473684210526
40,20,92.0,6,9,82.89473684210526
41,20,92.0,6,9,82.89473684210526
37,20,92.0,6,9,82.67543859649122
37,20,92.0,6,9,82.67543859649122
38,20,92.0,6,9,82.67543859649122
35,20,109.0,2,9,83.69883040935673
35,20,109.0,2,9,83.69883040935673
36,20,92.0,6,9,82.0906432748538
36,20,92.0,6,9,82.0906432748538
36,20,92.0,6,9,82.0906432748538
37,20,92.0,6,9,82.0906432748538
38,20,92.0,6,9,82.23684210526315
37,20,92.0,6,9,82.0906432748538
39,20,92.0,6,9,82.23684210526315
37,20,92.0,6,9,82.0906432748538
37,20,92.0,6,9,82.0906432748538
39,20,92.0,6,9,82.23684210526315
38,20,92.0,6,9,82.0906432748538
39,20,92.0,6,9,82.23684210526315
38,20,92.0,6,9,82.0906432748538
39,20,92.0,6,9,82.23684210526315
40,20,92.0,6,9,82.23684210526315
38,20,92.0,6,9,82.0906432748538
40,20,92.0,6,9,82.23684210526315
38,20,92.0,6,9,82.0906432748538
40,20,92.0,6,9,82.23684210526315
39,20,92.0,6,9,82.0906432748538
39,20,92.0,6,9,82.0906432748538
39,20,92.0,6,9,82.0906432748538
37,20,109.0,2,9,83.18713450292398
39,20,92.0,6,9,82.0906432748538
38,20,109.0,2,9,83.18713450292398
38,20,109.0,2,9,83.18713450292398
38,20,109.0,2,9,83.18713450292398
38,20,109.0,2,9,83.18713450292398
39,20,109.0,2,9,83.18713450292398
39,20,109.0,2,9,83.18713450292398
39,20,109.0,2,9,83.18713450292398
39,20,109.0,2,9,83.18713450292398
40,20,109.0,2,9,83.18713450292398
40,20,109.0,2,9,83.18713450292398
40,20,109.0,2,9,83.18713450292398
40,20,109.0,2,9,83.18713450292398
41,20,109.0,2,9,83.18713450292398
41,20,109.0,2,9,83.18713450292398
41,20,109.0,2,9,83.18713450292398
41,20,109.0,2,9,83.18713450292398
42,20,109.0,2,9,83.18713450292398
42,20,109.0,2,9,83.18713450292398
42,20,109.0,2,9,83.18713450292398
42,20,109.0,2,9,83.18713450292398
43,20,109.0,2,9,83.18713450292398
43,20,109.0,2,9,83.18713450292398
43,20,109.0,2,9,83.18713450292398
43,20,109.0,2,9,83.18713450292398
44,20,109.0,2,9,83.18713450292398
44,20,109.0,2,9,83.18713450292398
44,20,109.0,2,9,83.18713450292398
44,20,109.0,2,9,83.18713450292398
45,20,109.0,2,9,83.18713450292398
45,20,109.0,2,9,83.18713450292398
45,20,109.0,2,9,83.18713450292398
45,20,109.0,2,9,83.18713450292398
46,20,109.0,2,9,83.18713450292398
46,20,109.0,2,9,83.18713450292398
46,20,109.0,2,9,83.18713450292398
46,20,109.0,2,9,83.18713450292398
47,20,109.0,2,9,83.18713450292398
47,20,109.0,2,9,83.18713450292398
47,20,109.0,2,9,83.18713450292398
47,20,109.0,2,9,83.18713450292398
48,20,109.0,2,9,83.18713450292398
48,20,109.0,2,9,83.18713450292398
48,20,109.0,2,9,83.18713450292398
48,20,109.0,2,9,83.18713450292398
49,20,109.0,2,9,83.18713450292398
49,20,109.0,2,9,83.18713450292398
49,20,109.0,2,9,83.18713450292398
49,20,109.0,2,9,83.18713450292398
37,20,109.0,2,9,84.1374269005848
50,20,109.0,2,9,83.18713450292398
50,20,109.0,2,9,83.18713450292398
35,20,109.0,2,9,83.99122807017544
38,20,109.0,2,9,84.1374269005848
50,20,109.0,2,9,83.18713450292398
38,20,109.0,2,9,84.1374269005848
35,20,109.0,2,9,83.99122807017544
50,20,109.0,2,9,83.18713450292398
38,20,109.0,2,9,84.1374269005848
38,20,109.0,2,9,84.1374269005848
51,20,109.0,2,9,83.18713450292398
39,20,109.0,2,9,84.1374269005848
51,20,109.0,2,9,83.18713450292398
51,20,109.0,2,9,83.18713450292398
39,20,109.0,2,9,84.1374269005848
39,20,109.0,2,9,84.1374269005848
51,20,109.0,2,9,83.18713450292398
39,20,109.0,2,9,84.1374269005848
52,20,109.0,2,9,83.18713450292398
40,20,109.0,2,9,84.1374269005848
52,20,109.0,2,9,83.18713450292398
52,20,109.0,2,9,83.18713450292398
40,20,109.0,2,9,84.1374269005848
52,20,109.0,2,9,83.18713450292398
53,20,109.0,2,9,83.18713450292398
53,20,109.0,2,9,83.18713450292398
53,20,109.0,2,9,83.18713450292398
53,20,109.0,2,9,83.18713450292398
54,20,109.0,2,9,83.18713450292398
54,20,109.0,2,9,83.18713450292398
54,20,109.0,2,9,83.18713450292398
54,20,109.0,2,9,83.18713450292398
55,20,109.0,2,9,83.18713450292398
55,20,109.0,2,9,83.18713450292398
55,20,109.0,2,9,83.18713450292398
55,20,109.0,2,9,83.18713450292398
56,20,109.0,2,9,83.18713450292398
56,20,109.0,2,9,83.18713450292398
56,20,109.0,2,9,83.18713450292398
56,20,109.0,2,9,83.18713450292398
57,20,109.0,2,9,83.18713450292398
57,20,109.0,2,9,83.18713450292398
57,20,109.0,2,9,83.18713450292398
57,20,109.0,2,9,83.18713450292398
58,20,109.0,2,9,83.18713450292398
58,20,109.0,2,9,83.18713450292398
58,20,109.0,2,9,83.18713450292398
58,20,109.0,2,9,83.18713450292398
59,20,109.0,2,9,83.18713450292398
59,20,109.0,2,9,83.18713450292398
59,20,109.0,2,9,83.18713450292398
59,20,109.0,2,9,83.18713450292398
60,20,109.0,2,9,83.18713450292398
60,20,109.0,2,9,83.18713450292398
60,20,109.0,2,9,83.18713450292398
60,20,109.0,2,9,83.18713450292398
61,20,109.0,2,9,83.18713450292398
61,20,109.0,2,9,83.18713450292398
61,20,109.0,2,9,83.18713450292398
61,20,109.0,2,9,83.18713450292398
62,20,109.0,2,9,83.18713450292398
62,20,109.0,2,9,83.18713450292398
62,20,109.0,2,9,83.18713450292398
62,20,109.0,2,9,83.18713450292398
63,20,109.0,2,9,83.18713450292398
63,20,109.0,2,9,83.18713450292398
63,20,109.0,2,9,83.18713450292398
63,20,109.0,2,9,83.18713450292398
64,20,109.0,2,9,83.18713450292398
64,20,109.0,2,9,83.18713450292398
64,20,109.0,2,9,83.18713450292398
64,20,109.0,2,9,83.18713450292398
65,20,109.0,2,9,83.18713450292398
65,20,109.0,2,9,83.18713450292398
65,20,109.0,2,9,83.18713450292398
65,20,109.0,2,9,83.18713450292398
66,20,109.0,2,9,83.18713450292398
66,20,109.0,2,9,83.18713450292398
66,20,109.0,2,9,83.18713450292398
66,20,109.0,2,9,83.18713450292398
67,20,109.0,2,9,83.18713450292398
67,20,109.0,2,9,83.18713450292398
67,20,109.0,2,9,83.18713450292398
67,20,109.0,2,9,83.18713450292398
68,20,109.0,2,9,83.18713450292398
68,20,109.0,2,9,83.18713450292398
68,20,109.0,2,9,83.18713450292398
68,20,109.0,2,9,83.18713450292398
69,20,109.0,2,9,83.18713450292398
69,20,109.0,2,9,83.18713450292398
69,20,109.0,2,9,83.18713450292398
69,20,109.0,2,9,83.18713450292398
70,20,109.0,2,9,83.18713450292398
70,20,109.0,2,9,83.18713450292398
70,20,109.0,2,9,83.18713450292398
70,20,109.0,2,9,83.18713450292398
71,20,109.0,2,9,83.18713450292398
71,20,109.0,2,9,83.18713450292398
71,20,109.0,2,9,83.18713450292398
71,20,109.0,2,9,83.18713450292398
72,20,109.0,2,9,83.18713450292398
72,20,109.0,2,9,83.18713450292398
72,20,109.0,2,9,83.18713450292398
72,20,109.0,2,9,83.18713450292398
73,20,109.0,2,9,83.18713450292398
73,20,109.0,2,9,83.18713450292398
73,20,109.0,2,9,83.18713450292398
73,20,109.0,2,9,83.18713450292398
74,20,109.0,2,9,83.18713450292398
74,20,109.0,2,9,83.18713450292398
74,20,109.0,2,9,83.18713450292398
74,20,109.0,2,9,83.18713450292398
75,20,109.0,2,9,83.18713450292398
75,20,109.0,2,9,83.18713450292398
75,20,109.0,2,9,83.18713450292398
75,20,109.0,2,9,83.18713450292398
