nb_cycle_aller,moy_cycle_aller,d_veg,propor_utilisa_aller
35,97,15.0,44.95614035087719
35,97,15.0,44.95614035087719
35,97,15.0,44.95614035087719
39,99,15.0,46.63742690058479
35,97,15.0,44.95614035087719
39,96,15.0,44.66374269005848
39,99,15.0,46.63742690058479
39,96,15.0,44.66374269005848
39,99,15.0,46.63742690058479
35,97,15.0,44.95614035087719
35,97,15.0,44.95614035087719
39,96,15.0,44.66374269005848
39,99,15.0,46.63742690058479
39,96,15.0,44.66374269005848
35,97,15.0,44.95614035087719
39,99,15.0,46.63742690058479
35,97,15.0,44.95614035087719
39,96,15.0,44.66374269005848
39,96,15.0,44.66374269005848
35,97,15.0,44.95614035087719
35,97,15.0,44.95614035087719
35,97,15.0,44.95614035087719
35,97,15.0,44.95614035087719
37,94,15.0,46.856725146198826
37,94,15.0,46.856725146198826
37,94,15.0,46.856725146198826
37,94,15.0,46.856725146198826
37,94,15.0,46.856725146198826
37,94,15.0,46.856725146198826
37,94,15.0,46.856725146198826
47,97,15.0,50.21929824561403
37,94,15.0,46.856725146198826
37,94,15.0,46.856725146198826
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
39,97,15.0,44.66374269005848
47,97,15.0,50.21929824561403
47,97,15.0,50.21929824561403
39,97,15.0,44.66374269005848
39,97,15.0,44.66374269005848
39,97,15.0,44.66374269005848
39,97,15.0,44.66374269005848
39,97,15.0,44.66374269005848
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
40,96,15.0,45.248538011695906
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
52,103,15.0,45.687134502923975
