grid_x,grid_y,nb_trp_inside,impact_trp_aller,s_nb_trp_inside,impact_trp_aller
8,7,1,0.0,78,0.0
9,7,1,0.0,9,0.0
10,7,1,0.0,1,0.0
11,7,0,0.0,0,0.0
12,7,1,0.0,249,0.0
13,7,1,0.0,44,0.0
14,7,1,0.0,40,0.0
15,7,1,0.0,45,0.0
16,7,1,0.0,31,0.0
17,7,1,0.0,4,0.0
18,7,1,0.0,36,0.0
19,7,1,0.0,53,0.0
20,7,1,0.0,146,0.0
21,7,1,0.0,84,0.0
22,7,1,0.0,85,0.0
23,7,1,0.0,158,0.0
19,3,1,0.000014553,13,0.000014553
26,6,2,0.0000079709,11,0.0000079709
26,7,1,0.0,11,0.0
23,2,2,0.0000147631,6,0.0000147631
20,1,1,0.0000148214,7,0.0000148214
19,1,1,0.0000231424,9,0.0000231424
31,11,1,0.0000177492,7,0.0000177492
31,7,0,0.0,0,0.0
32,7,0,0.0,0,0.0
33,7,0,0.0,0,0.0
34,7,0,0.0,0,0.0
35,7,0,0.0,0,0.0
0,8,0,0.0,0,0.0
1,8,0,0.0,0,0.0
2,8,0,0.0,0,0.0
3,8,0,0.0,0,0.0
4,8,0,0.0,0,0.0
5,8,1,0.0,37,0.0
6,8,0,0.0,0,0.0
7,8,1,0.0,1,0.0
8,8,1,0.0,127,0.0
9,8,1,0.0,11,0.0
10,8,1,0.0,8,0.0
11,8,1,0.0,56,0.0
12,8,1,0.0,76,0.0
13,8,1,0.0,114,0.0
14,8,1,0.0,153,0.0
15,8,1,0.0,67,0.0
16,8,1,0.0,74,0.0
17,8,1,0.0,96,0.0
18,8,1,0.0,94,0.0
19,8,1,0.0,139,0.0
20,8,1,0.0,371,0.0
21,8,1,0.0,127,0.0
22,8,1,0.0,118,0.0
23,8,1,0.0,125,0.0
26,7,1,0.0000013453,9,0.0000013453
19,3,1,0.0000231629,9,0.0000231629
20,6,1,0.0000072707,94,0.0000072707
30,8,3,0.0000305599,15,0.0000305599
18,1,1,0.000007294,9,0.000007294
27,11,1,0.0000151715,79,0.0000151715
21,7,1,0.0000166831,104,0.0000166831
31,8,1,0.0,2,0.0
32,8,0,0.0,0,0.0
33,8,0,0.0,0,0.0
34,8,0,0.0,0,0.0
35,8,0,0.0,0,0.0
0,9,0,0.0,0,0.0
1,9,0,0.0,0,0.0
2,9,0,0.0,0,0.0
3,9,0,0.0,0,0.0
4,9,0,0.0,0,0.0
5,9,1,0.0,2,0.0
6,9,1,0.0,186,0.0
7,9,1,0.0,96,0.0
8,9,1,0.0,39,0.0
9,9,1,0.0,2,0.0
10,9,1,0.0,7,0.0
11,9,1,0.0,145,0.0
12,9,1,0.0,9,0.0
13,9,1,0.0,4,0.0
14,9,1,0.0,51,0.0
15,9,1,0.0,4,0.0
16,9,1,0.0,4,0.0
17,9,1,0.0,42,0.0
18,9,1,0.0,8,0.0
19,9,1,0.0,61,0.0
20,9,1,0.0,64,0.0
21,9,1,0.0,12,0.0
22,9,1,0.0,46,0.0
23,9,1,0.0,26,0.0
24,9,1,0.0,21,0.0
25,9,1,0.0,5,0.0
20,2,1,0.0000079242,10,0.0000079242
27,9,1,0.0,73,0.0
28,9,1,0.0,8,0.0
29,11,1,0.0000230958,17,0.0000230958
22,5,1,0.0000232194,27,0.0000232194
31,9,3,0.0,7,0.0
32,9,1,0.0,2,0.0
33,9,0,0.0,0,0.0
34,9,0,0.0,0,0.0
35,9,0,0.0,0,0.0
0,10,0,0.0,0,0.0
1,10,0,0.0,0,0.0
2,10,0,0.0,0,0.0
3,10,0,0.0,0,0.0
4,10,0,0.0,0,0.0
5,10,1,0.0,36,0.0
6,10,1,0.0,91,0.0
7,10,0,0.0,0,0.0
8,10,1,0.0,2,0.0
9,10,0,0.0,0,0.0
10,10,1,0.0,12,0.0
11,10,1,0.0,135,0.0
12,10,0,0.0,0,0.0
13,10,0,0.0,0,0.0
14,10,0,0.0,0,0.0
15,10,0,0.0,0,0.0
16,10,0,0.0,0,0.0
17,10,0,0.0,0,0.0
18,10,0,0.0,0,0.0
19,10,0,0.0,0,0.0
20,10,0,0.0,0,0.0
21,10,0,0.0,0,0.0
22,10,0,0.0,0,0.0
23,10,1,0.0,3,0.0
24,10,1,0.0,3,0.0
25,10,0,0.0,0,0.0
26,10,1,0.0,8,0.0
19,4,1,0.00001558,14,0.00001558
25,6,1,0.0000076558,7,0.0000076558
25,8,1,0.0000004945,61,0.0000004945
7,2,3,0.0000153583,9,0.0000153583
27,10,1,0.0000073407,68,0.0000073407
32,10,1,0.0,2,0.0
33,10,0,0.0,0,0.0
34,10,0,0.0,0,0.0
35,10,0,0.0,0,0.0
0,11,0,0.0,0,0.0
1,11,0,0.0,0,0.0
2,11,0,0.0,0,0.0
3,11,0,0.0,0,0.0
4,11,0,0.0,0,0.0
5,11,1,0.0,147,0.0
6,11,0,0.0,0,0.0
7,11,0,0.0,0,0.0
8,11,1,0.0,2,0.0
9,11,1,0.0,12,0.0
10,11,1,0.0,126,0.0
11,11,1,0.0,16,0.0
12,11,0,0.0,0,0.0
13,11,0,0.0,0,0.0
14,11,0,0.0,0,0.0
15,11,0,0.0,0,0.0
16,11,0,0.0,0,0.0
17,11,0,0.0,0,0.0
18,11,0,0.0,0,0.0
19,11,0,0.0,0,0.0
20,11,0,0.0,0,0.0
21,11,0,0.0,0,0.0
22,11,0,0.0,0,0.0
23,11,0,0.0,0,0.0
24,11,0,0.0,0,0.0
25,11,0,0.0,0,0.0
26,11,1,0.0,6,0.0
27,11,1,0.0,6,0.0
10,1,1,0.0000079476,40,0.0000079476
19,3,1,0.0000308916,8,0.0000308916
10,1,1,0.0000074107,24,0.0000074107
31,11,1,0.0,10,0.0
32,11,0,0.0,0,0.0
33,11,0,0.0,0,0.0
34,11,0,0.0,0,0.0
35,11,0,0.0,0,0.0
0,12,0,0.0,0,0.0
1,12,0,0.0,0,0.0
2,12,0,0.0,0,0.0
3,12,0,0.0,0,0.0
4,12,0,0.0,0,0.0
5,12,1,0.0,90,0.0
6,12,1,0.0,148,0.0
7,12,1,0.0,43,0.0
8,12,1,0.0,73,0.0
9,12,1,0.0,42,0.0
10,12,1,0.0,78,0.0
11,12,0,0.0,0,0.0
12,12,0,0.0,0,0.0
13,12,0,0.0,0,0.0
14,12,0,0.0,0,0.0
15,12,0,0.0,0,0.0
16,12,0,0.0,0,0.0
17,12,0,0.0,0,0.0
18,12,0,0.0,0,0.0
19,12,0,0.0,0,0.0
20,12,0,0.0,0,0.0
21,12,0,0.0,0,0.0
22,12,0,0.0,0,0.0
23,12,0,0.0,0,0.0
24,12,0,0.0,0,0.0
25,12,1,0.0,6,0.0
26,12,0,0.0,0,0.0
27,12,1,0.0,26,0.0
28,12,1,0.0,75,0.0
15,2,1,0.0000080409,9,0.0000080409
29,10,3,0.0000238979,55,0.0000238979
31,12,1,0.0,1,0.0
32,12,2,0.0,6,0.0
33,12,0,0.0,0,0.0
34,12,0,0.0,0,0.0
35,12,0,0.0,0,0.0
0,13,0,0.0,0,0.0
1,13,0,0.0,0,0.0
2,13,0,0.0,0,0.0
3,13,0,0.0,0,0.0
4,13,0,0.0,0,0.0
5,13,0,0.0,0,0.0
6,13,1,0.0,29,0.0
7,13,1,0.0,233,0.0
8,13,1,0.0,2,0.0
9,13,0,0.0,0,0.0
10,13,1,0.0,86,0.0
11,13,0,0.0,0,0.0
12,13,0,0.0,0,0.0
13,13,0,0.0,0,0.0
14,13,0,0.0,0,0.0
15,13,0,0.0,0,0.0
16,13,0,0.0,0,0.0
17,13,0,0.0,0,0.0
18,13,0,0.0,0,0.0
19,13,0,0.0,0,0.0
20,13,0,0.0,0,0.0
21,13,0,0.0,0,0.0
22,13,0,0.0,0,0.0
23,13,0,0.0,0,0.0
24,13,1,0.0,5,0.0
25,13,1,0.0,2,0.0
26,13,2,0.0,4,0.0
27,13,1,0.0,15,0.0
28,13,1,0.0,2,0.0
29,13,1,0.0,164,0.0
30,13,1,0.0,15,0.0
31,13,0,0.0,0,0.0
32,13,2,0.0,4,0.0
33,13,0,0.0,0,0.0
34,13,0,0.0,0,0.0
35,13,0,0.0,0,0.0
0,14,0,0.0,0,0.0
1,14,0,0.0,0,0.0
2,14,0,0.0,0,0.0
3,14,0,0.0,0,0.0
4,14,0,0.0,0,0.0
5,14,0,0.0,0,0.0
6,14,0,0.0,0,0.0
7,14,1,0.0,90,0.0
8,14,1,0.0,137,0.0
9,14,1,0.0,15,0.0
10,14,1,0.0,67,0.0
11,14,0,0.0,0,0.0
12,14,0,0.0,0,0.0
13,14,0,0.0,0,0.0
14,14,0,0.0,0,0.0
15,14,0,0.0,0,0.0
16,14,0,0.0,0,0.0
17,14,0,0.0,0,0.0
18,14,0,0.0,0,0.0
19,14,0,0.0,0,0.0
20,14,0,0.0,0,0.0
21,14,0,0.0,0,0.0
22,14,0,0.0,0,0.0
23,14,1,0.0,2,0.0
24,14,1,0.0,4,0.0
25,14,0,0.0,0,0.0
26,14,1,0.0,31,0.0
27,14,1,0.0,5,0.0
28,14,1,0.0,23,0.0
29,14,1,0.0,142,0.0
30,14,1,0.0,141,0.0
31,14,1,0.0,4,0.0
32,14,1,0.0,6,0.0
33,14,0,0.0,0,0.0
34,14,0,0.0,0,0.0
35,14,0,0.0,0,0.0
0,15,0,0.0,0,0.0
1,15,0,0.0,0,0.0
2,15,0,0.0,0,0.0
3,15,0,0.0,0,0.0
4,15,0,0.0,0,0.0
5,15,0,0.0,0,0.0
6,15,0,0.0,0,0.0
7,15,1,0.0,68,0.0
8,15,1,0.0,151,0.0
9,15,1,0.0,105,0.0
10,15,1,0.0,32,0.0
11,15,0,0.0,0,0.0
12,15,0,0.0,0,0.0
13,15,0,0.0,0,0.0
14,15,0,0.0,0,0.0
15,15,0,0.0,0,0.0
16,15,0,0.0,0,0.0
17,15,0,0.0,0,0.0
18,15,0,0.0,0,0.0
19,15,0,0.0,0,0.0
20,15,0,0.0,0,0.0
21,15,0,0.0,0,0.0
22,15,0,0.0,0,0.0
23,15,0,0.0,0,0.0
24,15,1,0.0,7,0.0
25,15,1,0.0,1,0.0
26,15,1,0.0,42,0.0
27,15,1,0.0,7,0.0
28,15,1,0.0,37,0.0
29,15,1,0.0,6,0.0
30,15,1,0.0,83,0.0
31,15,2,0.0,88,0.0
32,15,0,0.0,0,0.0
33,15,0,0.0,0,0.0
34,15,0,0.0,0,0.0
35,15,0,0.0,0,0.0
0,16,0,0.0,0,0.0
1,16,0,0.0,0,0.0
2,16,0,0.0,0,0.0
3,16,0,0.0,0,0.0
4,16,0,0.0,0,0.0
5,16,1,0.0,52,0.0
6,16,1,0.0,44,0.0
7,16,1,0.0,18,0.0
8,16,1,0.0,55,0.0
9,16,1,0.0,159,0.0
10,16,1,0.0,42,0.0
11,16,0,0.0,0,0.0
12,16,0,0.0,0,0.0
13,16,0,0.0,0,0.0
14,16,0,0.0,0,0.0
15,16,0,0.0,0,0.0
16,16,0,0.0,0,0.0
17,16,0,0.0,0,0.0
18,16,0,0.0,0,0.0
19,16,0,0.0,0,0.0
20,16,0,0.0,0,0.0
21,16,0,0.0,0,0.0
22,16,0,0.0,0,0.0
23,16,0,0.0,0,0.0
24,16,1,0.0,2,0.0
25,16,1,0.0,23,0.0
26,16,1,0.0,38,0.0
27,16,1,0.0,65,0.0
28,16,1,0.0,42,0.0
29,16,0,0.0,0,0.0
30,16,0,0.0,0,0.0
31,16,2,0.0,140,0.0
32,16,1,0.0,30,0.0
33,16,0,0.0,0,0.0
34,16,0,0.0,0,0.0
35,16,0,0.0,0,0.0
0,17,0,0.0,0,0.0
1,17,0,0.0,0,0.0
2,17,0,0.0,0,0.0
3,17,0,0.0,0,0.0
4,17,0,0.0,0,0.0
5,17,1,0.0,51,0.0
6,17,0,0.0,0,0.0
7,17,0,0.0,0,0.0
8,17,1,0.0,121,0.0
9,17,1,0.0,202,0.0
10,17,1,0.0,80,0.0
11,17,0,0.0,0,0.0
12,17,0,0.0,0,0.0
13,17,0,0.0,0,0.0
14,17,0,0.0,0,0.0
15,17,0,0.0,0,0.0
16,17,0,0.0,0,0.0
17,17,0,0.0,0,0.0
18,17,0,0.0,0,0.0
19,17,0,0.0,0,0.0
20,17,0,0.0,0,0.0
21,17,0,0.0,0,0.0
22,17,0,0.0,0,0.0
23,17,0,0.0,0,0.0
24,17,1,0.0,25,0.0
25,17,1,0.0,138,0.0
26,17,1,0.0,46,0.0
27,17,0,0.0,0,0.0
28,17,0,0.0,0,0.0
29,17,0,0.0,0,0.0
30,17,0,0.0,0,0.0
31,17,1,0.0,64,0.0
32,17,1,0.0,137,0.0
33,17,0,0.0,0,0.0
34,17,0,0.0,0,0.0
35,17,0,0.0,0,0.0
0,18,0,0.0,0,0.0
1,18,0,0.0,0,0.0
2,18,0,0.0,0,0.0
3,18,0,0.0,0,0.0
4,18,0,0.0,0,0.0
5,18,1,0.0,49,0.0
6,18,1,0.0,5,0.0
7,18,1,0.0,33,0.0
8,18,1,0.0,78,0.0
9,18,0,0.0,0,0.0
10,18,1,0.0,147,0.0
11,18,0,0.0,0,0.0
12,18,0,0.0,0,0.0
13,18,0,0.0,0,0.0
14,18,0,0.0,0,0.0
15,18,0,0.0,0,0.0
16,18,0,0.0,0,0.0
17,18,0,0.0,0,0.0
18,18,0,0.0,0,0.0
19,18,0,0.0,0,0.0
20,18,0,0.0,0,0.0
21,18,0,0.0,0,0.0
22,18,0,0.0,0,0.0
23,18,1,0.0,16,0.0
24,18,1,0.0,45,0.0
25,18,1,0.0,65,0.0
26,18,0,0.0,0,0.0
27,18,0,0.0,0,0.0
28,18,1,0.0,16,0.0
29,18,1,0.0,72,0.0
30,18,1,0.0,114,0.0
31,18,1,0.0,44,0.0
32,18,0,0.0,0,0.0
33,18,0,0.0,0,0.0
34,18,0,0.0,0,0.0
35,18,0,0.0,0,0.0
0,19,0,0.0,0,0.0
1,19,0,0.0,0,0.0
2,19,0,0.0,0,0.0
3,19,0,0.0,0,0.0
4,19,0,0.0,0,0.0
5,19,1,0.0,83,0.0
6,19,1,0.0,51,0.0
7,19,1,0.0,105,0.0
8,19,0,0.0,0,0.0
9,19,1,0.0,20,0.0
10,19,1,0.0,91,0.0
11,19,0,0.0,0,0.0
12,19,0,0.0,0,0.0
13,19,0,0.0,0,0.0
14,19,0,0.0,0,0.0
15,19,0,0.0,0,0.0
16,19,0,0.0,0,0.0
17,19,0,0.0,0,0.0
18,19,0,0.0,0,0.0
19,19,0,0.0,0,0.0
20,19,0,0.0,0,0.0
21,19,0,0.0,0,0.0
22,19,0,0.0,0,0.0
23,19,1,0.0,16,0.0
24,19,1,0.0,59,0.0
25,19,1,0.0,161,0.0
26,19,1,0.0,29,0.0
27,19,2,0.0,53,0.0
28,19,1,0.0,97,0.0
29,19,1,0.0,44,0.0
30,19,1,0.0,1,0.0
31,19,0,0.0,0,0.0
32,19,0,0.0,0,0.0
33,19,0,0.0,0,0.0
34,19,0,0.0,0,0.0
35,19,0,0.0,0,0.0
0,20,0,0.0,0,0.0
1,20,0,0.0,0,0.0
2,20,0,0.0,0,0.0
3,20,1,0.0,25,0.0
4,20,1,0.0,49,0.0
5,20,1,0.0,13,0.0
6,20,1,0.0,29,0.0
7,20,1,0.0,99,0.0
8,20,1,0.0,4,0.0
9,20,1,0.0,139,0.0
10,20,0,0.0,0,0.0
11,20,0,0.0,0,0.0
12,20,0,0.0,0,0.0
13,20,0,0.0,0,0.0
14,20,0,0.0,0,0.0
15,20,0,0.0,0,0.0
16,20,0,0.0,0,0.0
17,20,0,0.0,0,0.0
18,20,0,0.0,0,0.0
19,20,0,0.0,0,0.0
20,20,0,0.0,0,0.0
21,20,0,0.0,0,0.0
22,20,0,0.0,0,0.0
23,20,2,0.0,3,0.0
24,20,1,0.0,37,0.0
25,20,1,0.0,60,0.0
26,20,1,0.0,266,0.0
27,20,1,0.0,74,0.0
28,20,1,0.0,4,0.0
29,20,0,0.0,0,0.0
30,20,0,0.0,0,0.0
31,20,0,0.0,0,0.0
32,20,0,0.0,0,0.0
33,20,0,0.0,0,0.0
34,20,0,0.0,0,0.0
35,20,0,0.0,0,0.0
0,21,0,0.0,0,0.0
1,21,0,0.0,0,0.0
2,21,0,0.0,0,0.0
3,21,1,0.0,44,0.0
4,21,0,0.0,0,0.0
5,21,0,0.0,0,0.0
6,21,1,0.0,8,0.0
7,21,1,0.0,113,0.0
8,21,0,0.0,0,0.0
9,21,1,0.0,72,0.0
10,21,1,0.0,66,0.0
11,21,0,0.0,0,0.0
12,21,0,0.0,0,0.0
13,21,0,0.0,0,0.0
14,21,0,0.0,0,0.0
15,21,0,0.0,0,0.0
16,21,0,0.0,0,0.0
17,21,0,0.0,0,0.0
18,21,0,0.0,0,0.0
19,21,0,0.0,0,0.0
20,21,0,0.0,0,0.0
21,21,0,0.0,0,0.0
22,21,0,0.0,0,0.0
23,21,1,0.0,41,0.0
24,21,1,0.0,188,0.0
25,21,1,0.0,146,0.0
26,21,1,0.0,3,0.0
27,21,1,0.0,17,0.0
28,21,1,0.0,2,0.0
29,21,0,0.0,0,0.0
30,21,0,0.0,0,0.0
31,21,0,0.0,0,0.0
32,21,0,0.0,0,0.0
33,21,0,0.0,0,0.0
34,21,0,0.0,0,0.0
35,21,0,0.0,0,0.0
0,22,0,0.0,0,0.0
1,22,0,0.0,0,0.0
2,22,0,0.0,0,0.0
3,22,1,0.0,47,0.0
4,22,0,0.0,0,0.0
5,22,1,0.0,8,0.0
6,22,1,0.0,4,0.0
7,22,1,0.0,81,0.0
8,22,1,0.0,22,0.0
9,22,1,0.0,31,0.0
10,22,1,0.0,49,0.0
11,22,1,0.0,56,0.0
12,22,0,0.0,0,0.0
13,22,0,0.0,0,0.0
14,22,0,0.0,0,0.0
15,22,0,0.0,0,0.0
16,22,0,0.0,0,0.0
17,22,0,0.0,0,0.0
18,22,0,0.0,0,0.0
19,22,0,0.0,0,0.0
20,22,0,0.0,0,0.0
21,22,0,0.0,0,0.0
22,22,0,0.0,0,0.0
23,22,1,0.0,93,0.0
24,22,1,0.0,81,0.0
25,22,1,0.0,10,0.0
26,22,1,0.0,6,0.0
27,22,1,0.0,14,0.0
28,22,1,0.0,18,0.0
29,22,0,0.0,0,0.0
30,22,0,0.0,0,0.0
31,22,0,0.0,0,0.0
32,22,0,0.0,0,0.0
33,22,0,0.0,0,0.0
34,22,0,0.0,0,0.0
35,22,0,0.0,0,0.0
0,23,0,0.0,0,0.0
1,23,0,0.0,0,0.0
2,23,0,0.0,0,0.0
3,23,1,0.0,52,0.0
4,23,1,0.0,5,0.0
5,23,1,0.0,4,0.0
6,23,1,0.0,3,0.0
7,23,1,0.0,27,0.0
8,23,1,0.0,96,0.0
9,23,1,0.0,42,0.0
10,23,1,0.0,85,0.0
11,23,0,0.0,0,0.0
12,23,0,0.0,0,0.0
13,23,0,0.0,0,0.0
14,23,0,0.0,0,0.0
15,23,0,0.0,0,0.0
16,23,0,0.0,0,0.0
17,23,0,0.0,0,0.0
18,23,0,0.0,0,0.0
19,23,0,0.0,0,0.0
20,23,0,0.0,0,0.0
21,23,0,0.0,0,0.0
22,23,0,0.0,0,0.0
23,23,2,0.0,31,0.0
24,23,1,0.0,120,0.0
25,23,1,0.0,47,0.0
26,23,1,0.0,11,0.0
27,23,0,0.0,0,0.0
28,23,0,0.0,0,0.0
29,23,0,0.0,0,0.0
30,23,0,0.0,0,0.0
31,23,0,0.0,0,0.0
32,23,0,0.0,0,0.0
33,23,0,0.0,0,0.0
34,23,0,0.0,0,0.0
35,23,0,0.0,0,0.0
0,24,0,0.0,0,0.0
1,24,0,0.0,0,0.0
2,24,0,0.0,0,0.0
3,24,1,0.0,59,0.0
4,24,0,0.0,0,0.0
5,24,0,0.0,0,0.0
6,24,0,0.0,0,0.0
7,24,1,0.0,25,0.0
8,24,1,0.0,64,0.0
9,24,1,0.0,100,0.0
10,24,1,0.0,153,0.0
11,24,0,0.0,0,0.0
12,24,0,0.0,0,0.0
13,24,0,0.0,0,0.0
14,24,0,0.0,0,0.0
15,24,0,0.0,0,0.0
16,24,0,0.0,0,0.0
17,24,0,0.0,0,0.0
18,24,0,0.0,0,0.0
19,24,0,0.0,0,0.0
20,24,0,0.0,0,0.0
21,24,0,0.0,0,0.0
22,24,0,0.0,0,0.0
23,24,1,0.0,6,0.0
24,24,1,0.0,49,0.0
25,24,1,0.0,147,0.0
26,24,1,0.0,82,0.0
27,24,0,0.0,0,0.0
28,24,0,0.0,0,0.0
29,24,0,0.0,0,0.0
30,24,0,0.0,0,0.0
31,24,0,0.0,0,0.0
32,24,0,0.0,0,0.0
33,24,0,0.0,0,0.0
34,24,0,0.0,0,0.0
35,24,0,0.0,0,0.0
0,25,0,0.0,0,0.0
1,25,0,0.0,0,0.0
2,25,0,0.0,0,0.0
3,25,1,0.0,53,0.0
4,25,0,0.0,0,0.0
5,25,0,0.0,0,0.0
6,25,0,0.0,0,0.0
7,25,1,0.0,1,0.0
8,25,1,0.0,126,0.0
9,25,1,0.0,178,0.0
10,25,1,0.0,29,0.0
11,25,0,0.0,0,0.0
12,25,0,0.0,0,0.0
13,25,1,0.0,5,0.0
14,25,1,0.0,5,0.0
15,25,1,0.0,4,0.0
16,25,1,0.0,8,0.0
17,25,1,0.0,15,0.0
18,25,1,0.0,14,0.0
19,25,1,0.0,14,0.0
20,25,1,0.0,15,0.0
21,25,1,0.0,15,0.0
22,25,1,0.0,17,0.0
23,25,1,0.0,30,0.0
24,25,1,0.0,56,0.0
25,25,1,0.0,153,0.0
26,25,1,0.0,16,0.0
27,25,1,0.0,10,0.0
28,25,0,0.0,0,0.0
29,25,0,0.0,0,0.0
30,25,0,0.0,0,0.0
31,25,0,0.0,0,0.0
32,25,0,0.0,0,0.0
33,25,0,0.0,0,0.0
34,25,0,0.0,0,0.0
35,25,0,0.0,0,0.0
0,26,0,0.0,0,0.0
1,26,0,0.0,0,0.0
2,26,1,0.0,2,0.0
3,26,1,0.0,56,0.0
4,26,0,0.0,0,0.0
5,26,2,0.0,160,0.0
6,26,3,0.0,310,0.0
7,26,1,0.0,229,0.0
8,26,1,0.0,118,0.0
9,26,1,0.0,93,0.0
10,26,1,0.0,16,0.0
11,26,1,0.0,27,0.0
12,26,1,0.0,21,0.0
13,26,1,0.0,16,0.0
14,26,1,0.0,18,0.0
15,26,1,0.0,15,0.0
16,26,1,0.0,13,0.0
17,26,1,0.0,8,0.0
18,26,1,0.0,11,0.0
19,26,1,0.0,12,0.0
20,26,1,0.0,20,0.0
21,26,1,0.0,56,0.0
22,26,1,0.0,128,0.0
23,26,1,0.0,164,0.0
24,26,1,0.0,188,0.0
25,26,1,0.0,2,0.0
26,26,1,0.0,4,0.0
27,26,0,0.0,0,0.0
28,26,0,0.0,0,0.0
29,26,0,0.0,0,0.0
30,26,0,0.0,0,0.0
31,26,0,0.0,0,0.0
32,26,0,0.0,0,0.0
33,26,0,0.0,0,0.0
34,26,0,0.0,0,0.0
35,26,0,0.0,0,0.0
0,27,0,0.0,0,0.0
1,27,1,0.0,2,0.0
2,27,1,0.0,1,0.0
3,27,1,0.0,21,0.0
4,27,1,0.0,40,0.0
5,27,1,0.0,78,0.0
6,27,4,0.0,469,0.0
7,27,2,0.0,290,0.0
8,27,1,0.0,218,0.0
9,27,1,0.0,196,0.0
10,27,1,0.0,6,0.0
11,27,1,0.0,11,0.0
12,27,1,0.0,9,0.0
13,27,1,0.0,14,0.0
14,27,1,0.0,17,0.0
15,27,1,0.0,23,0.0
16,27,1,0.0,23,0.0
17,27,1,0.0,21,0.0
18,27,1,0.0,21,0.0
19,27,1,0.0,24,0.0
20,27,1,0.0,184,0.0
21,27,2,0.0,99,0.0
22,27,1,0.0,31,0.0
23,27,0,0.0,0,0.0
24,27,0,0.0,0,0.0
25,27,1,0.0,2,0.0
26,27,1,0.0,3,0.0
27,27,0,0.0,0,0.0
28,27,0,0.0,0,0.0
29,27,0,0.0,0,0.0
30,27,0,0.0,0,0.0
31,27,0,0.0,0,0.0
32,27,0,0.0,0,0.0
33,27,0,0.0,0,0.0
34,27,0,0.0,0,0.0
35,27,0,0.0,0,0.0
0,28,0,0.0,0,0.0
1,28,1,0.0,2,0.0
2,28,0,0.0,0,0.0
3,28,3,0.0,313,0.0
4,28,1,0.0,60,0.0
5,28,1,0.0,181,0.0
6,28,3,0.0,391,0.0
7,28,1,0.0,26,0.0
8,28,3,0.0,378,0.0
9,28,3,0.0,438,0.0
10,28,2,0.0,228,0.0
11,28,4,0.0,462,0.0
12,28,1,0.0,46,0.0
13,28,1,0.0,19,0.0
14,28,1,0.0,14,0.0
15,28,1,0.0,13,0.0
16,28,1,0.0,20,0.0
17,28,1,0.0,23,0.0
18,28,1,0.0,21,0.0
19,28,1,0.0,62,0.0
20,28,1,0.0,126,0.0
21,28,1,0.0,4,0.0
22,28,1,0.0,3,0.0
23,28,1,0.0,6,0.0
24,28,1,0.0,7,0.0
25,28,1,0.0,11,0.0
26,28,0,0.0,0,0.0
27,28,0,0.0,0,0.0
28,28,0,0.0,0,0.0
29,28,0,0.0,0,0.0
30,28,0,0.0,0,0.0
31,28,0,0.0,0,0.0
32,28,0,0.0,0,0.0
33,28,0,0.0,0,0.0
34,28,0,0.0,0,0.0
35,28,0,0.0,0,0.0
0,29,1,0.0,3,0.0
1,29,0,0.0,0,0.0
2,29,1,0.0,131,0.0
3,29,1,0.0,1,0.0
4,29,2,0.0,290,0.0
5,29,3,0.0,469,0.0
6,29,3,0.0,387,0.0
7,29,4,0.0,481,0.0
8,29,3,0.0,446,0.0
9,29,1,0.0,206,0.0
10,29,1,0.0,149,0.0
11,29,3,0.0,313,0.0
12,29,1,0.0,158,0.0
13,29,1,0.0,40,0.0
14,29,1,0.0,50,0.0
15,29,1,0.0,56,0.0
16,29,2,0.0,97,0.0
17,29,2,0.0,93,0.0
18,29,2,0.0,104,0.0
19,29,2,0.0,76,0.0
20,29,1,0.0,2,0.0
21,29,1,0.0,3,0.0
22,29,1,0.0,7,0.0
23,29,1,0.0,1,0.0
24,29,0,0.0,0,0.0
25,29,0,0.0,0,0.0
26,29,0,0.0,0,0.0
27,29,0,0.0,0,0.0
28,29,0,0.0,0,0.0
29,29,0,0.0,0,0.0
30,29,0,0.0,0,0.0
31,29,0,0.0,0,0.0
32,29,0,0.0,0,0.0
33,29,0,0.0,0,0.0
34,29,0,0.0,0,0.0
35,29,0,0.0,0,0.0
0,30,1,0.0,3,0.0
1,30,1,0.0,75,0.0
2,30,2,0.0,139,0.0
3,30,3,0.0,360,0.0
4,30,3,0.0,452,0.0
5,30,1,0.0,171,0.0
6,30,2,0.0,250,0.0
7,30,1,0.0,153,0.0
8,30,6,0.0,653,0.0
9,30,3,0.0,374,0.0
10,30,1,0.0,121,0.0
11,30,2,0.0,250,0.0
12,30,2,0.0,222,0.0
13,30,1,0.0,29,0.0
14,30,1,0.0,26,0.0
15,30,1,0.0,48,0.0
16,30,0,0.0,0,0.0
17,30,1,0.0,16,0.0
18,30,1,0.0,9,0.0
19,30,1,0.0,2,0.0
20,30,1,0.0,5,0.0
21,30,1,0.0,4,0.0
22,30,0,0.0,0,0.0
23,30,0,0.0,0,0.0
24,30,0,0.0,0,0.0
25,30,0,0.0,0,0.0
26,30,0,0.0,0,0.0
27,30,0,0.0,0,0.0
28,30,0,0.0,0,0.0
29,30,0,0.0,0,0.0
30,30,0,0.0,0,0.0
31,30,0,0.0,0,0.0
32,30,0,0.0,0,0.0
33,30,0,0.0,0,0.0
34,30,0,0.0,0,0.0
35,30,0,0.0,0,0.0
0,31,2,0.0,142,0.0
1,31,5,0.0,446,0.0
2,31,1,0.0,114,0.0
3,31,4,0.0,441,0.0
4,31,2,0.0,172,0.0
5,31,6,0.0,722,0.0
