nb_cycle_retour,moy_cycle_retour,d_res_soc,jour_res_soc,nbr_elmt_res_soc,propor_utilisa_retour
45,23,75.0,6,5,85.1608187134503
43,23,75.0,2,5,83.62573099415205
45,23,75.0,4,5,85.38011695906432
45,23,75.0,2,5,85.38011695906432
42,23,75.0,4,5,83.84502923976608
44,23,75.0,2,5,83.62573099415205
46,23,75.0,4,5,85.38011695906432
46,23,75.0,2,5,85.38011695906432
46,23,75.0,6,5,85.1608187134503
46,23,75.0,4,5,85.38011695906432
46,23,75.0,6,5,85.1608187134503
46,23,75.0,2,5,85.38011695906432
46,23,75.0,4,5,85.38011695906432
46,23,75.0,6,5,85.1608187134503
46,23,75.0,6,5,85.1608187134503
46,23,75.0,4,5,85.38011695906432
47,23,75.0,6,5,85.1608187134503
47,23,75.0,4,5,85.38011695906432
44,23,75.0,2,5,84.4298245614035
47,23,75.0,6,5,85.1608187134503
47,23,75.0,4,5,85.38011695906432
47,23,75.0,6,5,85.1608187134503
47,23,75.0,4,5,85.38011695906432
44,23,75.0,2,5,84.4298245614035
47,23,75.0,4,5,85.38011695906432
44,23,75.0,2,5,84.4298245614035
47,23,75.0,6,5,85.1608187134503
45,23,75.0,2,5,84.4298245614035
48,23,75.0,6,5,85.1608187134503
45,23,75.0,2,5,84.4298245614035
45,23,75.0,4,5,84.35672514619883
45,23,75.0,2,5,84.4298245614035
45,23,75.0,4,5,84.35672514619883
45,23,75.0,2,5,84.4298245614035
46,23,75.0,2,5,84.4298245614035
46,23,75.0,2,5,84.4298245614035
43,23,92.0,4,5,82.67543859649122
46,23,92.0,2,5,82.67543859649122
46,23,92.0,2,5,82.67543859649122
43,23,92.0,4,5,82.67543859649122
47,23,92.0,2,5,82.67543859649122
44,23,92.0,4,5,82.67543859649122
47,23,92.0,2,5,82.67543859649122
44,23,92.0,4,5,82.67543859649122
44,23,92.0,4,5,82.67543859649122
47,23,92.0,2,5,82.67543859649122
47,23,92.0,2,5,82.67543859649122
42,22,92.0,2,5,85.23391812865498
42,22,92.0,2,5,85.23391812865498
42,22,92.0,2,5,85.23391812865498
43,22,92.0,2,5,85.23391812865498
43,22,92.0,2,5,85.23391812865498
43,22,92.0,2,5,85.23391812865498
43,22,92.0,2,5,85.23391812865498
44,22,92.0,2,5,85.23391812865498
44,22,92.0,2,5,85.23391812865498
44,22,92.0,2,5,85.23391812865498
44,22,92.0,2,5,85.23391812865498
43,23,92.0,2,5,85.1608187134503
44,23,92.0,2,5,85.1608187134503
44,23,92.0,2,5,85.1608187134503
43,23,75.0,6,5,84.50292397660819
44,23,92.0,2,5,85.1608187134503
43,23,75.0,6,5,84.50292397660819
43,23,92.0,4,5,85.1608187134503
43,23,75.0,6,5,84.50292397660819
44,23,92.0,2,5,85.1608187134503
43,23,92.0,4,5,85.1608187134503
43,23,75.0,6,5,84.50292397660819
45,23,92.0,2,5,85.1608187134503
43,23,92.0,4,5,85.1608187134503
45,23,92.0,2,5,85.1608187134503
44,23,75.0,6,5,84.50292397660819
43,23,92.0,4,5,85.1608187134503
45,23,92.0,2,5,85.1608187134503
44,23,75.0,6,5,84.50292397660819
45,23,92.0,2,5,85.1608187134503
44,23,75.0,6,5,84.50292397660819
44,23,92.0,4,5,85.1608187134503
44,23,75.0,6,5,84.50292397660819
44,23,92.0,4,5,85.1608187134503
43,23,92.0,2,5,83.69883040935673
46,23,92.0,2,5,85.1608187134503
44,23,92.0,2,5,83.69883040935673
45,23,75.0,6,5,84.50292397660819
46,23,92.0,2,5,85.1608187134503
44,23,92.0,2,5,83.69883040935673
45,23,75.0,6,5,84.50292397660819
46,23,92.0,2,5,85.1608187134503
44,23,92.0,2,5,83.69883040935673
46,23,92.0,2,5,85.1608187134503
45,23,75.0,6,5,84.50292397660819
44,23,92.0,2,5,83.69883040935673
45,23,75.0,6,5,84.50292397660819
47,23,92.0,2,5,85.1608187134503
46,23,75.0,6,5,84.50292397660819
45,23,92.0,2,5,83.69883040935673
47,23,92.0,2,5,85.1608187134503
47,23,92.0,2,5,85.1608187134503
46,23,75.0,6,5,84.50292397660819
45,23,92.0,2,5,83.69883040935673
45,23,92.0,2,5,83.69883040935673
47,23,92.0,2,5,85.1608187134503
45,23,92.0,2,5,83.69883040935673
48,23,92.0,2,5,85.1608187134503
44,23,75.0,6,5,83.62573099415205
46,23,92.0,2,5,83.69883040935673
45,23,75.0,6,5,83.62573099415205
45,23,75.0,6,5,83.62573099415205
46,23,92.0,2,5,83.69883040935673
47,23,92.0,4,5,85.30701754385966
46,23,92.0,4,5,83.99122807017544
47,23,92.0,4,5,83.99122807017544
47,23,92.0,4,5,83.99122807017544
47,23,92.0,4,5,83.99122807017544
47,23,92.0,4,5,83.99122807017544
48,23,92.0,4,5,83.99122807017544
48,23,92.0,4,5,83.99122807017544
45,23,92.0,6,5,82.89473684210526
46,23,92.0,6,5,82.89473684210526
46,23,92.0,6,5,82.89473684210526
46,23,92.0,6,5,82.89473684210526
46,23,92.0,6,5,82.89473684210526
46,23,92.0,6,5,85.23391812865498
44,23,109.0,2,5,84.64912280701753
44,23,109.0,2,5,84.64912280701753
44,23,109.0,2,5,84.64912280701753
45,23,109.0,2,5,84.64912280701753
45,23,109.0,2,5,84.64912280701753
45,23,109.0,2,5,84.64912280701753
45,23,109.0,2,5,84.64912280701753
43,23,109.0,4,5,84.50292397660819
46,23,109.0,2,5,84.64912280701753
46,23,109.0,2,5,84.64912280701753
46,23,109.0,2,5,84.64912280701753
46,23,109.0,2,5,84.64912280701753
47,23,109.0,2,5,84.64912280701753
47,23,109.0,2,5,84.64912280701753
40,22,109.0,2,5,85.1608187134503
47,23,109.0,2,5,84.64912280701753
40,22,109.0,2,5,85.1608187134503
40,22,109.0,2,5,85.1608187134503
47,23,109.0,2,5,84.64912280701753
41,22,109.0,2,5,85.1608187134503
48,23,109.0,2,5,84.64912280701753
41,22,109.0,2,5,85.1608187134503
48,23,109.0,2,5,84.64912280701753
41,22,109.0,2,5,85.1608187134503
44,23,92.0,6,5,85.30701754385966
44,23,92.0,6,5,85.30701754385966
41,22,109.0,2,5,85.1608187134503
42,22,109.0,2,5,85.1608187134503
44,23,92.0,6,5,85.30701754385966
44,23,92.0,6,5,85.30701754385966
42,22,109.0,2,5,85.1608187134503
42,22,109.0,2,5,85.1608187134503
45,23,92.0,6,5,85.30701754385966
42,22,109.0,2,5,85.1608187134503
45,23,92.0,6,5,85.30701754385966
45,23,92.0,6,5,85.30701754385966
45,23,92.0,6,5,85.30701754385966
43,23,109.0,2,5,84.94152046783626
46,23,92.0,6,5,85.30701754385966
46,23,92.0,6,5,85.30701754385966
46,23,92.0,6,5,85.30701754385966
46,23,92.0,6,5,85.30701754385966
47,23,92.0,6,5,85.30701754385966
43,23,109.0,4,5,84.7953216374269
43,23,109.0,4,5,84.7953216374269
43,23,109.0,4,5,84.7953216374269
41,23,109.0,2,5,84.35672514619883
41,23,109.0,2,5,84.35672514619883
41,23,109.0,2,5,84.35672514619883
41,23,109.0,2,5,84.35672514619883
42,23,109.0,2,5,84.35672514619883
42,23,109.0,2,5,84.35672514619883
42,23,109.0,2,5,84.35672514619883
42,23,109.0,2,5,84.35672514619883
43,23,109.0,2,5,84.35672514619883
43,23,109.0,2,5,84.35672514619883
43,23,109.0,2,5,84.35672514619883
43,23,109.0,2,5,84.35672514619883
44,23,109.0,2,5,84.35672514619883
44,23,109.0,2,5,84.35672514619883
44,23,109.0,2,5,84.35672514619883
45,23,109.0,6,5,84.50292397660819
45,23,109.0,6,5,84.50292397660819
43,23,109.0,4,5,85.08771929824562
44,23,109.0,4,5,85.08771929824562
43,23,109.0,6,5,84.86842105263158
43,23,109.0,6,5,84.86842105263158
44,23,109.0,6,5,84.86842105263158
44,23,109.0,6,5,84.86842105263158
44,23,109.0,6,5,84.86842105263158
44,23,109.0,6,5,84.86842105263158
45,23,109.0,6,5,84.86842105263158
45,23,109.0,6,5,84.86842105263158
45,23,109.0,6,5,84.86842105263158
45,23,109.0,6,5,84.86842105263158
44,23,75.0,2,7,84.4298245614035
44,23,75.0,2,7,84.4298245614035
44,23,75.0,2,7,84.4298245614035
44,23,75.0,2,7,84.4298245614035
45,23,75.0,2,7,85.23391812865498
46,23,75.0,2,7,85.23391812865498
46,23,75.0,2,7,85.23391812865498
45,23,109.0,4,5,84.35672514619883
43,23,75.0,2,7,83.62573099415205
44,23,75.0,2,7,83.62573099415205
43,23,109.0,6,5,84.7953216374269
44,23,109.0,6,5,84.7953216374269
44,23,109.0,6,5,84.7953216374269
41,23,75.0,2,7,83.26023391812866
41,23,75.0,2,7,83.26023391812866
41,23,75.0,2,7,83.26023391812866
42,23,75.0,4,7,84.21052631578947
43,23,75.0,4,7,84.21052631578947
43,23,75.0,4,7,84.21052631578947
43,23,75.0,4,7,84.21052631578947
43,23,75.0,4,7,84.21052631578947
44,23,75.0,4,7,84.21052631578947
44,23,75.0,4,7,84.21052631578947
44,23,75.0,4,7,84.21052631578947
44,23,75.0,4,7,84.21052631578947
45,23,75.0,4,7,84.21052631578947
45,23,75.0,4,7,84.21052631578947
45,23,75.0,4,7,84.21052631578947
45,23,75.0,4,7,84.21052631578947
46,23,75.0,4,7,84.21052631578947
42,23,75.0,4,7,85.30701754385966
42,23,75.0,4,7,85.30701754385966
43,23,75.0,4,7,85.30701754385966
44,23,75.0,4,7,83.62573099415205
44,23,75.0,4,7,83.62573099415205
44,23,75.0,4,7,83.62573099415205
44,23,75.0,4,7,83.62573099415205
45,23,75.0,4,7,83.62573099415205
45,23,75.0,4,7,83.62573099415205
45,23,75.0,4,7,83.62573099415205
45,23,75.0,4,7,83.62573099415205
46,23,75.0,4,7,83.62573099415205
46,23,75.0,4,7,83.62573099415205
46,23,75.0,4,7,83.62573099415205
46,23,75.0,4,7,83.62573099415205
42,23,75.0,6,7,84.21052631578947
43,23,75.0,6,7,84.21052631578947
43,23,75.0,6,7,84.21052631578947
43,23,75.0,6,7,83.69883040935673
43,23,75.0,6,7,83.69883040935673
43,23,75.0,6,7,83.69883040935673
43,23,75.0,6,7,83.69883040935673
44,23,75.0,6,7,83.69883040935673
44,23,75.0,6,7,83.69883040935673
42,23,75.0,4,7,82.82163742690058
44,23,75.0,6,7,83.69883040935673
42,23,75.0,4,7,82.82163742690058
42,23,75.0,6,7,84.50292397660819
44,23,75.0,6,7,83.69883040935673
45,23,75.0,6,7,83.69883040935673
42,23,75.0,4,7,82.82163742690058
42,23,75.0,6,7,84.50292397660819
45,23,75.0,6,7,83.69883040935673
43,23,75.0,4,7,82.82163742690058
43,23,75.0,6,7,84.50292397660819
45,23,75.0,6,7,83.69883040935673
43,23,75.0,6,7,84.50292397660819
43,23,75.0,4,7,82.82163742690058
43,23,75.0,4,7,82.82163742690058
43,23,75.0,6,7,84.50292397660819
45,23,75.0,6,7,83.69883040935673
43,23,75.0,4,7,82.82163742690058
43,23,75.0,6,7,84.50292397660819
46,23,75.0,6,7,83.69883040935673
44,23,75.0,6,7,84.50292397660819
46,23,75.0,6,7,83.69883040935673
46,23,75.0,6,7,83.69883040935673
44,23,75.0,6,7,84.50292397660819
44,23,75.0,6,7,84.50292397660819
44,23,75.0,6,7,84.50292397660819
45,23,75.0,6,7,84.50292397660819
45,23,75.0,6,7,84.50292397660819
45,23,75.0,6,7,84.50292397660819
45,23,75.0,6,7,84.50292397660819
46,23,75.0,6,7,84.50292397660819
46,23,75.0,6,7,84.50292397660819
40,22,75.0,6,7,83.26023391812866
45,23,92.0,2,7,85.453216374269
45,23,92.0,2,7,85.453216374269
41,22,75.0,6,7,83.26023391812866
45,23,92.0,2,7,85.453216374269
41,22,75.0,6,7,83.26023391812866
45,23,92.0,2,7,85.453216374269
41,22,75.0,6,7,83.26023391812866
41,22,75.0,6,7,83.26023391812866
46,23,92.0,2,7,85.453216374269
42,22,75.0,6,7,83.26023391812866
42,22,75.0,6,7,83.26023391812866
42,22,75.0,6,7,83.26023391812866
42,22,75.0,6,7,83.26023391812866
43,22,75.0,6,7,83.26023391812866
43,22,75.0,6,7,83.26023391812866
44,23,92.0,2,7,84.4298245614035
42,23,92.0,2,7,84.06432748538012
43,23,92.0,2,7,84.06432748538012
43,23,92.0,2,7,84.06432748538012
43,23,92.0,2,7,84.06432748538012
43,23,92.0,2,7,84.06432748538012
44,23,92.0,2,7,84.06432748538012
44,23,92.0,2,7,84.06432748538012
44,23,92.0,2,7,84.06432748538012
44,23,92.0,2,7,84.06432748538012
42,22,92.0,4,7,85.23391812865498
42,22,92.0,4,7,85.23391812865498
42,22,92.0,4,7,85.23391812865498
43,22,92.0,4,7,85.23391812865498
43,22,92.0,4,7,85.23391812865498
43,22,92.0,4,7,85.23391812865498
43,22,92.0,4,7,85.23391812865498
44,22,92.0,4,7,85.23391812865498
44,22,92.0,4,7,85.23391812865498
44,22,92.0,4,7,85.23391812865498
44,22,92.0,4,7,85.23391812865498
45,22,92.0,4,7,85.23391812865498
45,22,92.0,4,7,85.23391812865498
45,22,92.0,4,7,85.23391812865498
45,22,92.0,4,7,85.23391812865498
46,22,92.0,4,7,85.23391812865498
46,22,92.0,4,7,85.23391812865498
46,22,92.0,4,7,85.23391812865498
46,22,92.0,4,7,85.23391812865498
47,22,92.0,4,7,85.23391812865498
47,22,92.0,4,7,85.23391812865498
47,22,92.0,4,7,85.23391812865498
47,22,92.0,4,7,85.23391812865498
45,23,92.0,4,7,84.28362573099415
46,23,92.0,4,7,84.28362573099415
41,23,92.0,4,7,85.1608187134503
42,23,92.0,4,7,85.1608187134503
42,23,92.0,4,7,85.1608187134503
42,23,92.0,4,7,85.1608187134503
42,23,92.0,4,7,85.1608187134503
42,22,92.0,4,7,83.84502923976608
42,22,92.0,4,7,83.84502923976608
42,23,92.0,6,7,84.28362573099415
42,23,92.0,6,7,84.28362573099415
42,23,92.0,6,7,84.28362573099415
42,23,92.0,6,7,84.28362573099415
41,23,92.0,6,7,85.23391812865498
43,23,92.0,6,7,84.28362573099415
42,23,92.0,6,7,85.23391812865498
43,23,92.0,6,7,84.28362573099415
43,23,92.0,6,7,84.28362573099415
42,23,92.0,6,7,85.23391812865498
43,23,92.0,6,7,84.28362573099415
42,23,92.0,6,7,85.23391812865498
42,23,92.0,6,7,85.23391812865498
44,23,92.0,6,7,84.28362573099415
44,23,92.0,6,7,84.28362573099415
43,23,92.0,6,7,85.23391812865498
43,23,92.0,6,7,85.23391812865498
44,23,92.0,6,7,84.28362573099415
44,23,92.0,6,7,84.28362573099415
45,23,92.0,6,7,84.28362573099415
45,23,92.0,6,7,84.28362573099415
45,23,92.0,6,7,84.28362573099415
45,23,92.0,6,7,84.28362573099415
46,23,92.0,6,7,84.28362573099415
46,23,92.0,6,7,84.28362573099415
43,22,92.0,6,7,84.06432748538012
43,22,92.0,6,7,84.06432748538012
46,23,92.0,6,7,84.28362573099415
44,22,92.0,6,7,84.06432748538012
46,23,92.0,6,7,84.28362573099415
44,22,92.0,6,7,84.06432748538012
44,22,92.0,6,7,84.06432748538012
44,22,92.0,6,7,84.06432748538012
43,23,92.0,6,7,85.38011695906432
43,23,92.0,6,7,85.38011695906432
44,23,92.0,6,7,85.38011695906432
44,23,92.0,6,7,85.38011695906432
44,23,92.0,6,7,85.38011695906432
44,23,92.0,6,7,85.38011695906432
45,23,92.0,6,7,85.38011695906432
45,23,92.0,6,7,85.38011695906432
45,23,92.0,6,7,85.38011695906432
45,23,92.0,6,7,85.38011695906432
46,23,92.0,6,7,85.38011695906432
46,23,92.0,6,7,85.38011695906432
46,23,92.0,6,7,85.38011695906432
46,23,92.0,6,7,85.38011695906432
41,23,109.0,2,7,86.69590643274854
43,23,109.0,2,7,87.06140350877193
43,23,109.0,2,7,87.06140350877193
43,23,109.0,2,7,87.06140350877193
44,23,109.0,2,7,87.06140350877193
44,23,109.0,2,7,87.06140350877193
44,23,109.0,2,7,87.06140350877193
45,23,109.0,2,7,84.72222222222221
45,23,109.0,2,7,84.72222222222221
46,23,109.0,2,7,84.72222222222221
46,23,109.0,2,7,84.72222222222221
46,23,109.0,2,7,84.72222222222221
46,23,109.0,2,7,84.72222222222221
47,23,109.0,2,7,84.72222222222221
41,23,109.0,2,7,86.4766081871345
42,23,109.0,2,7,86.4766081871345
42,23,109.0,2,7,86.4766081871345
42,23,109.0,4,7,86.54970760233918
42,23,109.0,4,7,86.54970760233918
43,23,109.0,4,7,86.54970760233918
43,23,109.0,4,7,86.54970760233918
43,23,109.0,4,7,86.54970760233918
42,23,109.0,4,7,84.64912280701753
43,23,109.0,4,7,84.64912280701753
43,23,109.0,4,7,84.64912280701753
43,23,109.0,4,7,84.64912280701753
43,23,109.0,4,7,84.64912280701753
44,23,109.0,4,7,84.64912280701753
45,23,109.0,4,7,87.13450292397661
45,23,109.0,4,7,87.13450292397661
45,23,109.0,4,7,87.13450292397661
46,23,109.0,4,7,87.13450292397661
46,23,109.0,4,7,87.13450292397661
44,22,109.0,4,7,86.03801169590643
44,22,109.0,4,7,86.03801169590643
44,22,109.0,4,7,86.03801169590643
44,22,109.0,4,7,86.03801169590643
45,22,109.0,4,7,86.03801169590643
45,22,109.0,4,7,86.03801169590643
45,22,109.0,4,7,86.03801169590643
45,22,109.0,4,7,86.03801169590643
46,22,109.0,4,7,86.03801169590643
0,0,109.0,6,7,0.0
46,22,109.0,4,7,86.03801169590643
42,22,109.0,6,7,86.54970760233918
43,22,109.0,6,7,86.54970760233918
43,22,109.0,6,7,86.54970760233918
43,22,109.0,6,7,86.54970760233918
43,22,109.0,6,7,86.54970760233918
43,23,109.0,6,7,87.20760233918129
48,24,109.0,6,7,84.64912280701753
45,23,109.0,6,7,85.81871345029239
46,23,109.0,6,7,85.81871345029239
46,23,109.0,6,7,85.81871345029239
46,23,109.0,6,7,85.81871345029239
46,23,109.0,6,7,85.81871345029239
47,23,109.0,6,7,85.81871345029239
47,23,109.0,6,7,85.81871345029239
47,23,109.0,6,7,85.81871345029239
47,23,109.0,6,7,85.81871345029239
44,24,75.0,2,9,85.59941520467837
44,24,75.0,2,9,85.59941520467837
45,24,75.0,2,9,85.59941520467837
45,24,75.0,2,9,85.59941520467837
45,24,75.0,2,9,85.59941520467837
44,24,75.0,2,9,84.06432748538012
45,24,75.0,2,9,85.59941520467837
46,24,75.0,2,9,85.59941520467837
46,24,75.0,2,9,85.59941520467837
46,24,75.0,2,9,85.59941520467837
46,24,75.0,2,9,85.59941520467837
44,23,75.0,2,9,84.28362573099415
44,23,75.0,2,9,84.28362573099415
44,23,75.0,2,9,84.28362573099415
45,23,75.0,2,9,84.28362573099415
45,23,75.0,2,9,84.28362573099415
45,23,75.0,2,9,84.28362573099415
45,23,75.0,2,9,84.28362573099415
46,23,75.0,2,9,84.28362573099415
43,23,75.0,2,9,83.84502923976608
44,23,75.0,2,9,83.84502923976608
44,23,75.0,2,9,83.84502923976608
44,23,75.0,2,9,83.84502923976608
44,23,75.0,2,9,83.84502923976608
45,23,75.0,2,9,83.84502923976608
45,23,75.0,2,9,83.84502923976608
45,23,75.0,2,9,83.84502923976608
47,22,75.0,4,9,85.52631578947368
47,23,75.0,4,9,83.91812865497076
47,23,75.0,4,9,83.91812865497076
47,23,75.0,4,9,83.91812865497076
47,23,75.0,4,9,83.91812865497076
48,23,75.0,4,9,83.91812865497076
48,23,75.0,4,9,83.91812865497076
43,23,75.0,4,9,84.50292397660819
43,23,75.0,4,9,84.50292397660819
44,23,75.0,4,9,84.50292397660819
44,23,75.0,4,9,84.50292397660819
44,23,75.0,4,9,84.50292397660819
44,23,75.0,4,9,84.50292397660819
45,23,75.0,4,9,84.50292397660819
45,23,75.0,4,9,84.50292397660819
45,23,75.0,4,9,84.50292397660819
45,23,75.0,4,9,84.50292397660819
46,23,75.0,4,9,84.50292397660819
46,23,75.0,4,9,84.50292397660819
46,23,75.0,4,9,84.50292397660819
46,23,75.0,4,9,84.50292397660819
47,23,75.0,4,9,84.50292397660819
47,23,75.0,4,9,84.50292397660819
44,23,75.0,4,9,83.62573099415205
45,23,75.0,4,9,83.62573099415205
47,23,75.0,4,9,84.50292397660819
45,23,75.0,4,9,83.62573099415205
47,23,75.0,4,9,84.50292397660819
48,23,75.0,4,9,84.50292397660819
45,23,75.0,4,9,83.62573099415205
45,23,75.0,4,9,83.62573099415205
46,23,75.0,4,9,83.62573099415205
46,23,75.0,4,9,83.62573099415205
46,23,75.0,4,9,83.62573099415205
46,23,75.0,4,9,83.62573099415205
47,23,75.0,4,9,83.62573099415205
47,23,75.0,4,9,83.62573099415205
47,23,75.0,4,9,83.62573099415205
47,23,75.0,4,9,83.62573099415205
0,0,75.0,6,9,0.0
41,23,75.0,6,9,85.38011695906432
41,23,75.0,6,9,85.38011695906432
41,23,75.0,6,9,85.38011695906432
41,23,75.0,6,9,85.38011695906432
42,23,75.0,6,9,85.38011695906432
42,23,75.0,6,9,85.38011695906432
43,23,75.0,6,9,83.99122807017544
43,23,75.0,6,9,83.99122807017544
43,23,75.0,6,9,83.99122807017544
44,23,75.0,6,9,83.99122807017544
44,23,75.0,6,9,84.50292397660819
44,23,75.0,6,9,84.50292397660819
44,23,75.0,6,9,84.50292397660819
45,23,75.0,6,9,84.50292397660819
45,23,75.0,6,9,84.50292397660819
45,23,75.0,6,9,84.50292397660819
45,23,75.0,6,9,84.50292397660819
46,23,75.0,6,9,84.50292397660819
47,23,75.0,6,9,83.99122807017544
47,23,75.0,6,9,83.99122807017544
0,0,92.0,2,9,0.0
43,23,92.0,2,9,86.54970760233918
47,23,75.0,6,9,83.99122807017544
43,23,92.0,2,9,86.54970760233918
47,23,75.0,6,9,83.99122807017544
43,23,92.0,2,9,86.54970760233918
44,23,92.0,2,9,86.25730994152046
44,23,92.0,2,9,86.25730994152046
44,23,92.0,2,9,86.25730994152046
45,23,92.0,2,9,86.25730994152046
45,23,92.0,2,9,86.25730994152046
45,23,92.0,2,9,86.25730994152046
45,23,92.0,2,9,86.25730994152046
46,23,92.0,2,9,86.25730994152046
46,23,92.0,2,9,86.25730994152046
46,23,92.0,2,9,86.25730994152046
46,23,92.0,2,9,86.25730994152046
47,23,92.0,2,9,86.25730994152046
47,23,92.0,2,9,86.25730994152046
44,23,92.0,2,9,85.67251461988305
44,23,92.0,2,9,85.67251461988305
44,23,92.0,2,9,85.67251461988305
45,23,92.0,2,9,85.67251461988305
45,23,92.0,2,9,85.67251461988305
42,23,92.0,4,9,86.25730994152046
43,23,92.0,4,9,86.25730994152046
43,23,92.0,4,9,86.25730994152046
43,23,92.0,4,9,86.25730994152046
43,23,92.0,4,9,86.25730994152046
44,23,92.0,4,9,86.25730994152046
44,23,92.0,2,9,84.4298245614035
44,23,92.0,2,9,84.4298245614035
44,23,92.0,2,9,84.4298245614035
44,23,92.0,2,9,84.4298245614035
45,23,92.0,2,9,84.4298245614035
45,23,92.0,2,9,84.4298245614035
45,23,92.0,2,9,84.4298245614035
45,23,92.0,2,9,84.4298245614035
46,23,92.0,2,9,84.4298245614035
46,23,92.0,2,9,84.4298245614035
43,23,92.0,4,9,85.89181286549707
43,23,92.0,4,9,85.89181286549707
43,23,92.0,4,9,85.89181286549707
44,23,92.0,4,9,86.69590643274854
44,23,92.0,4,9,86.69590643274854
44,23,92.0,4,9,86.69590643274854
44,23,92.0,4,9,86.69590643274854
45,23,92.0,4,9,86.69590643274854
45,23,92.0,4,9,86.69590643274854
45,23,92.0,4,9,86.69590643274854
45,23,92.0,4,9,86.69590643274854
46,23,92.0,4,9,86.69590643274854
44,23,92.0,4,9,84.72222222222221
44,23,92.0,4,9,84.72222222222221
44,23,92.0,4,9,84.72222222222221
45,23,92.0,4,9,84.72222222222221
46,23,92.0,6,9,86.25730994152046
45,23,92.0,4,9,84.72222222222221
46,23,92.0,6,9,86.25730994152046
45,23,92.0,4,9,84.72222222222221
45,23,92.0,4,9,84.72222222222221
46,23,92.0,6,9,86.25730994152046
47,23,92.0,6,9,86.25730994152046
46,23,92.0,4,9,84.72222222222221
47,23,92.0,6,9,86.25730994152046
46,23,92.0,4,9,84.72222222222221
46,23,92.0,6,9,86.25730994152046
46,23,92.0,6,9,86.25730994152046
46,23,92.0,6,9,86.25730994152046
46,23,92.0,6,9,86.25730994152046
45,23,109.0,2,9,86.62280701754386
46,23,109.0,2,9,86.62280701754386
46,23,109.0,2,9,86.62280701754386
46,23,109.0,2,9,86.62280701754386
46,23,109.0,2,9,86.62280701754386
47,23,109.0,2,9,86.62280701754386
47,23,109.0,2,9,86.62280701754386
47,23,109.0,2,9,86.62280701754386
45,23,92.0,6,9,84.86842105263158
47,23,109.0,2,9,86.62280701754386
46,23,92.0,6,9,84.86842105263158
48,23,109.0,2,9,86.62280701754386
46,23,92.0,6,9,84.86842105263158
48,23,109.0,2,9,86.62280701754386
48,23,109.0,2,9,86.62280701754386
43,23,109.0,2,9,87.42690058479532
43,23,109.0,2,9,87.42690058479532
43,23,109.0,2,9,87.42690058479532
44,23,109.0,2,9,87.42690058479532
44,23,109.0,2,9,87.42690058479532
44,23,109.0,2,9,87.42690058479532
42,22,109.0,2,9,86.4766081871345
44,23,109.0,2,9,87.42690058479532
42,22,109.0,2,9,86.4766081871345
45,23,109.0,2,9,87.42690058479532
43,22,109.0,2,9,86.4766081871345
45,23,109.0,2,9,87.42690058479532
43,22,109.0,2,9,86.4766081871345
45,23,109.0,2,9,87.42690058479532
43,22,109.0,2,9,86.4766081871345
43,22,109.0,2,9,86.4766081871345
44,22,109.0,2,9,86.4766081871345
44,22,109.0,2,9,86.4766081871345
44,22,109.0,2,9,86.4766081871345
44,22,109.0,2,9,86.4766081871345
45,22,109.0,2,9,86.4766081871345
45,22,109.0,2,9,86.4766081871345
