nb_cycle_aller,moy_cycle_aller,dist_veto,jour_veto,propor_utilisa_aller
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.36549707602339
28,18,20.0,5,50.43859649122807
28,18,20.0,5,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.43859649122807
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.36549707602339
28,18,20.0,6,50.43859649122807
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.877192982456144
30,18,25.0,0,50.877192982456144
30,18,25.0,0,50.877192982456144
30,18,25.0,0,50.877192982456144
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,50.950292397660824
30,18,25.0,0,51.02339181286549
30,18,25.0,0,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.877192982456144
30,18,25.0,1,50.877192982456144
30,18,25.0,1,50.877192982456144
30,18,25.0,1,50.877192982456144
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,51.02339181286549
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,1,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,50.950292397660824
30,18,25.0,2,51.02339181286549
30,18,25.0,2,50.950292397660824
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,50.950292397660824
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,51.02339181286549
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.877192982456144
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.877192982456144
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.877192982456144
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.877192982456144
30,18,25.0,2,50.877192982456144
30,18,25.0,2,50.877192982456144
30,18,25.0,2,50.877192982456144
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,2,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.877192982456144
30,18,25.0,3,50.877192982456144
30,18,25.0,3,50.877192982456144
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,51.02339181286549
30,18,25.0,3,51.02339181286549
30,18,25.0,3,51.02339181286549
30,18,25.0,3,51.02339181286549
30,18,25.0,3,51.02339181286549
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.877192982456144
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.877192982456144
30,18,25.0,3,50.877192982456144
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.877192982456144
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,3,51.02339181286549
30,18,25.0,3,51.02339181286549
30,18,25.0,3,51.02339181286549
30,18,25.0,3,50.950292397660824
30,18,25.0,3,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.877192982456144
30,18,25.0,4,50.877192982456144
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.877192982456144
30,18,25.0,4,50.877192982456144
30,18,25.0,4,50.950292397660824
30,18,25.0,4,51.02339181286549
30,18,25.0,4,51.02339181286549
30,18,25.0,4,51.02339181286549
30,18,25.0,4,51.02339181286549
30,18,25.0,4,51.02339181286549
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.877192982456144
30,18,25.0,4,50.877192982456144
30,18,25.0,4,50.877192982456144
30,18,25.0,4,51.02339181286549
30,18,25.0,4,51.02339181286549
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,4,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,51.02339181286549
30,18,25.0,5,51.02339181286549
30,18,25.0,5,50.950292397660824
30,18,25.0,5,51.02339181286549
30,18,25.0,5,51.02339181286549
30,18,25.0,5,51.02339181286549
30,18,25.0,5,51.02339181286549
30,18,25.0,5,51.02339181286549
30,18,25.0,5,51.02339181286549
30,18,25.0,5,51.02339181286549
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.877192982456144
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,5,50.950292397660824
30,18,25.0,6,51.02339181286549
30,18,25.0,6,51.02339181286549
30,18,25.0,6,51.02339181286549
30,18,25.0,6,51.02339181286549
30,18,25.0,6,51.02339181286549
30,18,25.0,6,51.02339181286549
30,18,25.0,6,51.02339181286549
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.950292397660824
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.80409356725146
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.877192982456144
30,18,25.0,6,50.877192982456144
