nb_cycle_retour,moy_cycle_retour,dist_veto,jour_veto,propor_utilisa_retour
25,16,15.0,5,50.950292397660824
22,16,15.0,5,50.950292397660824
22,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
22,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
24,16,15.0,5,50.950292397660824
23,16,15.0,5,51.02339181286549
24,16,15.0,5,50.950292397660824
23,16,15.0,5,51.02339181286549
24,16,15.0,5,50.950292397660824
24,16,15.0,5,50.950292397660824
23,16,15.0,5,51.02339181286549
0,0,15.0,5,0.0
22,16,15.0,5,50.950292397660824
23,16,15.0,5,51.02339181286549
22,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
24,16,15.0,5,50.950292397660824
24,16,15.0,5,50.950292397660824
25,16,15.0,5,51.09649122807017
24,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
23,16,15.0,5,50.950292397660824
0,0,15.0,5,0.0
23,16,15.0,5,50.950292397660824
24,16,15.0,5,50.950292397660824
23,16,15.0,6,50.950292397660824
23,16,15.0,6,50.950292397660824
23,16,15.0,6,50.950292397660824
23,16,15.0,6,50.950292397660824
23,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
25,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
23,16,15.0,6,50.950292397660824
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
25,16,15.0,6,51.02339181286549
0,0,15.0,6,0.0
23,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
0,0,15.0,6,0.0
23,16,15.0,6,50.950292397660824
24,16,15.0,6,50.950292397660824
22,16,15.0,6,51.02339181286549
22,16,15.0,6,51.02339181286549
24,16,15.0,6,50.950292397660824
24,16,15.0,6,50.950292397660824
22,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
23,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,50.950292397660824
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
25,16,15.0,6,50.950292397660824
23,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
23,16,15.0,6,51.09649122807017
23,16,15.0,6,51.02339181286549
22,16,15.0,6,51.09649122807017
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
23,16,15.0,6,51.09649122807017
23,16,15.0,6,51.02339181286549
23,16,15.0,6,51.09649122807017
24,16,15.0,6,50.950292397660824
24,16,15.0,6,51.02339181286549
23,16,15.0,6,51.09649122807017
25,16,15.0,6,51.02339181286549
24,16,15.0,6,50.950292397660824
24,16,15.0,6,51.02339181286549
25,16,15.0,6,51.02339181286549
24,16,15.0,6,50.950292397660824
24,16,15.0,6,50.950292397660824
25,16,15.0,6,50.950292397660824
23,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
24,16,15.0,6,51.02339181286549
23,16,20.0,0,50.29239766081871
0,0,20.0,0,0.0
23,16,20.0,0,50.29239766081871
24,16,20.0,0,50.29239766081871
23,16,20.0,0,50.29239766081871
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.36549707602339
23,16,20.0,0,50.29239766081871
23,16,20.0,0,50.36549707602339
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.29239766081871
0,0,20.0,0,0.0
23,16,20.0,0,50.36549707602339
24,16,20.0,0,50.36549707602339
23,16,20.0,0,50.36549707602339
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.21929824561403
0,0,20.0,0,0.0
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.21929824561403
24,16,20.0,0,50.21929824561403
24,16,20.0,0,50.29239766081871
23,16,20.0,0,50.36549707602339
24,16,20.0,0,50.36549707602339
24,16,20.0,0,50.21929824561403
24,16,20.0,0,50.36549707602339
24,16,20.0,0,50.36549707602339
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.21929824561403
24,16,20.0,0,50.21929824561403
24,16,20.0,0,50.21929824561403
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.21929824561403
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.21929824561403
25,16,20.0,0,50.21929824561403
0,0,20.0,0,0.0
24,16,20.0,0,50.21929824561403
23,16,20.0,0,50.36549707602339
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.36549707602339
24,16,20.0,0,50.36549707602339
23,16,20.0,0,50.21929824561403
0,0,20.0,0,0.0
24,16,20.0,0,50.36549707602339
24,16,20.0,0,50.36549707602339
23,16,20.0,0,50.36549707602339
24,16,20.0,0,50.29239766081871
23,16,20.0,0,50.36549707602339
0,0,20.0,0,0.0
23,16,20.0,0,50.29239766081871
24,16,20.0,0,50.29239766081871
23,16,20.0,0,50.36549707602339
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.36549707602339
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.29239766081871
23,16,20.0,0,50.21929824561403
23,16,20.0,0,50.21929824561403
24,16,20.0,0,50.21929824561403
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.29239766081871
24,16,20.0,0,50.29239766081871
25,16,20.0,0,50.29239766081871
23,16,20.0,1,50.29239766081871
23,16,20.0,1,50.29239766081871
23,16,20.0,1,50.21929824561403
23,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
23,16,20.0,1,50.29239766081871
23,16,20.0,1,50.29239766081871
0,0,20.0,1,0.0
23,16,20.0,1,50.21929824561403
23,16,20.0,1,50.36549707602339
24,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
23,16,20.0,1,50.36549707602339
23,16,20.0,1,50.21929824561403
24,16,20.0,1,50.29239766081871
0,0,20.0,1,0.0
23,16,20.0,1,50.21929824561403
23,16,20.0,1,50.36549707602339
24,16,20.0,1,50.21929824561403
24,16,20.0,1,50.36549707602339
23,16,20.0,1,50.36549707602339
24,16,20.0,1,50.21929824561403
0,0,20.0,1,0.0
24,16,20.0,1,50.21929824561403
23,16,20.0,1,50.36549707602339
24,16,20.0,1,50.21929824561403
24,16,20.0,1,50.36549707602339
24,16,20.0,1,50.36549707602339
24,16,20.0,1,50.36549707602339
23,16,20.0,1,50.21929824561403
23,16,20.0,1,50.21929824561403
24,16,20.0,1,50.21929824561403
24,16,20.0,1,50.21929824561403
24,16,20.0,1,50.21929824561403
24,16,20.0,1,50.21929824561403
25,16,20.0,1,50.21929824561403
24,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
0,0,20.0,1,0.0
24,16,20.0,1,50.21929824561403
23,16,20.0,1,50.36549707602339
23,16,20.0,1,50.36549707602339
24,16,20.0,1,50.36549707602339
24,16,20.0,1,50.36549707602339
23,16,20.0,1,50.21929824561403
24,16,20.0,1,50.36549707602339
23,16,20.0,1,50.21929824561403
0,0,20.0,1,0.0
0,0,20.0,1,0.0
23,16,20.0,1,50.36549707602339
23,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
23,16,20.0,1,50.36549707602339
24,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
23,16,20.0,1,50.36549707602339
24,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
23,16,20.0,1,50.36549707602339
23,16,20.0,1,50.21929824561403
23,16,20.0,1,50.21929824561403
23,16,20.0,1,50.21929824561403
24,16,20.0,1,50.21929824561403
24,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
24,16,20.0,1,50.29239766081871
25,16,20.0,1,50.29239766081871
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
22,16,20.0,2,50.43859649122807
23,16,20.0,2,50.43859649122807
23,16,20.0,2,50.43859649122807
23,16,20.0,2,50.43859649122807
23,16,20.0,2,50.43859649122807
23,16,20.0,2,50.29239766081871
23,16,20.0,2,50.29239766081871
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.29239766081871
24,16,20.0,2,50.29239766081871
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.43859649122807
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.43859649122807
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.43859649122807
24,16,20.0,2,50.43859649122807
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.29239766081871
24,16,20.0,2,50.43859649122807
24,16,20.0,2,50.36549707602339
25,16,20.0,2,50.43859649122807
23,16,20.0,2,50.43859649122807
23,16,20.0,2,50.43859649122807
23,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
24,16,20.0,2,50.36549707602339
0,0,20.0,2,0.0
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
0,0,20.0,2,0.0
0,0,20.0,2,0.0
23,16,20.0,2,50.51169590643275
0,0,20.0,2,0.0
23,16,20.0,2,50.51169590643275
23,16,20.0,2,50.29239766081871
23,16,20.0,2,50.51169590643275
23,16,20.0,2,50.29239766081871
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.29239766081871
23,16,20.0,2,50.51169590643275
24,16,20.0,2,50.51169590643275
24,16,20.0,2,50.36549707602339
23,16,20.0,2,50.29239766081871
24,16,20.0,2,50.29239766081871
24,16,20.0,2,50.51169590643275
24,16,20.0,2,50.51169590643275
24,16,20.0,2,50.51169590643275
25,16,20.0,2,50.51169590643275
23,16,20.0,2,50.43859649122807
23,16,20.0,2,50.43859649122807
0,0,20.0,2,0.0
22,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
23,16,20.0,2,50.36549707602339
22,15,20.0,3,50.36549707602339
22,15,20.0,3,50.36549707602339
22,15,20.0,3,50.36549707602339
23,15,20.0,3,50.51169590643275
21,15,20.0,3,50.6578947368421
22,15,20.0,3,50.36549707602339
21,15,20.0,3,50.6578947368421
23,15,20.0,3,50.36549707602339
21,15,20.0,3,50.6578947368421
22,15,20.0,3,50.6578947368421
22,15,20.0,3,50.6578947368421
22,15,20.0,3,50.6578947368421
22,15,20.0,3,50.6578947368421
0,0,20.0,3,0.0
23,15,20.0,3,50.36549707602339
0,0,20.0,3,0.0
23,15,20.0,3,50.36549707602339
22,15,20.0,3,50.36549707602339
23,15,20.0,3,50.36549707602339
23,15,20.0,3,50.36549707602339
24,15,20.0,3,50.36549707602339
24,15,20.0,3,50.36549707602339
23,15,20.0,3,50.36549707602339
23,15,20.0,3,50.36549707602339
23,15,20.0,3,50.36549707602339
24,15,20.0,3,50.36549707602339
24,15,20.0,3,50.36549707602339
22,15,20.0,3,50.43859649122807
22,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
0,0,20.0,3,0.0
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.58479532163743
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
24,15,20.0,3,50.43859649122807
23,15,20.0,3,50.58479532163743
24,15,20.0,3,50.43859649122807
22,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
24,15,20.0,3,50.43859649122807
24,15,20.0,3,50.43859649122807
23,15,20.0,3,50.51169590643275
22,16,20.0,3,50.36549707602339
22,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.43859649122807
22,15,20.0,3,50.51169590643275
23,15,20.0,3,50.43859649122807
22,15,20.0,3,50.51169590643275
24,15,20.0,3,50.43859649122807
23,15,20.0,3,50.36549707602339
0,0,20.0,3,0.0
22,15,20.0,3,50.43859649122807
23,15,20.0,3,50.36549707602339
23,15,20.0,3,50.43859649122807
23,15,20.0,3,50.58479532163743
23,15,20.0,3,50.51169590643275
0,0,20.0,3,0.0
23,15,20.0,3,50.43859649122807
0,0,20.0,4,0.0
22,15,20.0,4,50.36549707602339
23,15,20.0,4,50.36549707602339
23,15,20.0,4,50.36549707602339
23,15,20.0,4,50.36549707602339
23,16,20.0,4,50.58479532163743
23,16,20.0,4,50.58479532163743
23,15,20.0,4,50.43859649122807
23,16,20.0,4,50.58479532163743
23,16,20.0,4,50.58479532163743
23,15,20.0,4,50.43859649122807
24,16,20.0,4,50.58479532163743
24,15,20.0,4,50.43859649122807
24,16,20.0,4,50.58479532163743
24,15,20.0,4,50.43859649122807
24,15,20.0,4,50.43859649122807
24,16,20.0,4,50.58479532163743
23,16,20.0,4,50.51169590643275
24,16,20.0,4,50.51169590643275
24,16,20.0,4,50.51169590643275
21,15,20.0,4,50.43859649122807
22,15,20.0,4,50.43859649122807
24,16,20.0,4,50.51169590643275
22,15,20.0,4,50.43859649122807
22,15,20.0,4,50.51169590643275
23,15,20.0,4,50.51169590643275
23,16,20.0,4,50.36549707602339
23,16,20.0,4,50.36549707602339
23,16,20.0,4,50.36549707602339
23,16,20.0,4,50.36549707602339
24,16,20.0,4,50.36549707602339
24,16,20.0,4,50.36549707602339
24,16,20.0,4,50.36549707602339
23,16,20.0,4,50.36549707602339
23,15,20.0,4,50.36549707602339
23,16,20.0,4,50.36549707602339
23,15,20.0,4,50.36549707602339
23,15,20.0,4,50.36549707602339
23,15,20.0,4,50.36549707602339
24,15,20.0,4,50.36549707602339
24,15,20.0,4,50.36549707602339
22,16,20.0,4,50.51169590643275
22,16,20.0,4,50.51169590643275
23,16,20.0,4,50.51169590643275
23,16,20.0,4,50.51169590643275
23,16,20.0,4,50.51169590643275
22,16,20.0,4,50.51169590643275
22,15,20.0,4,50.43859649122807
23,15,20.0,4,50.43859649122807
22,15,20.0,4,50.58479532163743
23,15,20.0,4,50.43859649122807
23,15,20.0,4,50.43859649122807
23,15,20.0,4,50.43859649122807
24,15,20.0,4,50.43859649122807
24,15,20.0,4,50.43859649122807
24,15,20.0,4,50.43859649122807
23,15,20.0,4,50.51169590643275
22,15,20.0,4,50.51169590643275
23,15,20.0,4,50.51169590643275
22,15,20.0,4,50.51169590643275
23,15,20.0,4,50.51169590643275
22,15,20.0,4,50.51169590643275
24,15,20.0,4,50.51169590643275
22,15,20.0,4,50.51169590643275
23,15,20.0,4,50.51169590643275
23,15,20.0,4,50.51169590643275
23,15,20.0,4,50.51169590643275
23,15,20.0,4,50.51169590643275
23,16,20.0,4,50.43859649122807
23,16,20.0,4,50.43859649122807
0,0,20.0,5,0.0
23,15,20.0,5,50.51169590643275
23,15,20.0,5,50.58479532163743
23,15,20.0,5,50.51169590643275
0,0,20.0,5,0.0
24,15,20.0,5,50.51169590643275
24,15,20.0,5,50.51169590643275
22,16,20.0,5,50.43859649122807
21,15,20.0,5,50.43859649122807
22,16,20.0,5,50.43859649122807
22,15,20.0,5,50.43859649122807
23,16,20.0,5,50.43859649122807
22,16,20.0,5,50.43859649122807
22,15,20.0,5,50.43859649122807
23,16,20.0,5,50.43859649122807
22,15,20.0,5,50.43859649122807
23,16,20.0,5,50.43859649122807
22,15,20.0,5,50.43859649122807
0,0,20.0,5,0.0
23,15,20.0,5,50.43859649122807
24,15,20.0,5,50.43859649122807
24,15,20.0,5,50.43859649122807
23,16,20.0,5,50.36549707602339
23,16,20.0,5,50.36549707602339
0,0,20.0,5,0.0
23,16,20.0,5,50.36549707602339
24,16,20.0,5,50.36549707602339
21,16,20.0,5,50.51169590643275
22,16,20.0,5,50.51169590643275
24,16,20.0,5,50.36549707602339
24,16,20.0,5,50.36549707602339
22,16,20.0,5,50.51169590643275
23,16,20.0,5,50.36549707602339
22,16,20.0,5,50.51169590643275
22,16,20.0,5,50.51169590643275
23,16,20.0,5,50.51169590643275
0,0,20.0,5,0.0
22,16,20.0,5,50.51169590643275
22,16,20.0,5,50.51169590643275
23,16,20.0,5,50.51169590643275
23,16,20.0,5,50.51169590643275
