nb_cycle_retour,moy_cycle_retour,dist_veto,jour_veto,propor_utilisa_retour
23,16,20.0,5,50.51169590643275
23,16,20.0,5,50.51169590643275
24,16,20.0,5,50.51169590643275
24,16,20.0,5,50.51169590643275
23,16,20.0,5,50.36549707602339
23,16,20.0,5,50.36549707602339
23,16,20.0,5,50.51169590643275
23,15,20.0,5,50.51169590643275
23,16,20.0,5,50.51169590643275
23,16,20.0,5,50.51169590643275
23,16,20.0,5,50.51169590643275
24,16,20.0,5,50.51169590643275
24,16,20.0,5,50.51169590643275
24,16,20.0,5,50.51169590643275
0,0,20.0,5,0.0
22,16,20.0,5,50.51169590643275
0,0,20.0,5,0.0
22,16,20.0,5,50.43859649122807
23,15,20.0,5,50.51169590643275
22,16,20.0,5,50.43859649122807
23,15,20.0,5,50.51169590643275
23,16,20.0,5,50.43859649122807
22,16,20.0,5,50.43859649122807
23,16,20.0,5,50.43859649122807
23,16,20.0,6,50.36549707602339
22,16,20.0,6,50.58479532163743
0,0,20.0,6,0.0
22,16,20.0,6,50.43859649122807
0,0,20.0,6,0.0
23,16,20.0,6,50.36549707602339
23,16,20.0,6,50.43859649122807
23,16,20.0,6,50.43859649122807
23,16,20.0,6,50.43859649122807
24,16,20.0,6,50.51169590643275
24,16,20.0,6,50.51169590643275
24,16,20.0,6,50.51169590643275
0,0,20.0,6,0.0
0,0,20.0,6,0.0
23,16,20.0,6,50.36549707602339
23,16,20.0,6,50.36549707602339
23,16,20.0,6,50.36549707602339
23,16,20.0,6,50.43859649122807
23,16,20.0,6,50.43859649122807
23,16,20.0,6,50.51169590643275
23,16,20.0,6,50.51169590643275
24,16,20.0,6,50.51169590643275
24,16,20.0,6,50.51169590643275
23,16,20.0,6,50.6578947368421
24,16,20.0,6,50.51169590643275
24,16,20.0,6,50.51169590643275
23,16,20.0,6,50.6578947368421
23,16,20.0,6,50.43859649122807
24,16,20.0,6,50.43859649122807
24,16,20.0,6,50.43859649122807
24,16,20.0,6,50.43859649122807
24,16,20.0,6,50.51169590643275
24,16,20.0,6,50.51169590643275
24,16,20.0,6,50.51169590643275
23,16,20.0,6,50.58479532163743
23,16,20.0,6,50.58479532163743
24,16,20.0,6,50.58479532163743
23,16,20.0,6,50.43859649122807
22,15,25.0,0,51.68128654970761
21,15,25.0,0,51.53508771929825
21,15,25.0,0,51.53508771929825
22,15,25.0,0,51.53508771929825
0,0,25.0,0,0.0
22,15,25.0,0,51.53508771929825
22,15,25.0,0,51.53508771929825
22,15,25.0,0,51.53508771929825
23,15,25.0,0,51.53508771929825
23,15,25.0,0,51.53508771929825
23,15,25.0,0,51.68128654970761
23,15,25.0,0,51.53508771929825
23,15,25.0,0,51.68128654970761
23,15,25.0,0,51.53508771929825
23,15,25.0,0,51.68128654970761
24,15,25.0,0,51.53508771929825
23,15,25.0,0,51.68128654970761
24,15,25.0,0,51.68128654970761
24,15,25.0,0,51.68128654970761
23,15,25.0,0,51.827485380116954
23,15,25.0,0,51.827485380116954
23,15,25.0,0,51.60818713450293
23,15,25.0,0,51.60818713450293
22,15,25.0,0,51.461988304093566
23,15,25.0,0,51.60818713450293
22,15,25.0,0,51.461988304093566
23,15,25.0,0,51.60818713450293
24,15,25.0,0,51.60818713450293
24,15,25.0,0,51.60818713450293
23,15,25.0,0,51.75438596491229
23,15,25.0,0,51.75438596491229
23,15,25.0,0,51.75438596491229
24,15,25.0,0,51.75438596491229
22,15,25.0,0,51.68128654970761
24,15,25.0,0,51.75438596491229
22,15,25.0,0,51.68128654970761
22,15,25.0,0,51.68128654970761
22,15,25.0,0,51.68128654970761
23,15,25.0,0,51.75438596491229
23,15,25.0,0,51.68128654970761
23,15,25.0,0,51.53508771929825
22,15,25.0,0,51.461988304093566
22,15,25.0,0,51.461988304093566
23,15,25.0,0,51.53508771929825
23,15,25.0,0,51.53508771929825
22,15,25.0,0,51.461988304093566
22,15,25.0,0,51.461988304093566
21,15,25.0,0,51.68128654970761
22,15,25.0,0,51.68128654970761
22,15,25.0,0,51.68128654970761
22,15,25.0,0,51.68128654970761
23,15,25.0,0,51.53508771929825
23,15,25.0,0,51.53508771929825
24,15,25.0,0,51.53508771929825
22,15,25.0,0,51.60818713450293
22,15,25.0,0,51.60818713450293
22,15,25.0,0,51.60818713450293
0,0,25.0,0,0.0
0,0,25.0,0,0.0
22,15,25.0,0,51.68128654970761
23,15,25.0,0,51.60818713450293
23,15,25.0,0,51.60818713450293
23,15,25.0,0,51.60818713450293
23,15,25.0,0,51.60818713450293
0,0,25.0,0,0.0
24,15,25.0,0,51.60818713450293
21,15,25.0,1,51.53508771929825
21,15,25.0,1,51.53508771929825
22,15,25.0,1,51.53508771929825
22,15,25.0,1,51.53508771929825
22,15,25.0,1,51.68128654970761
22,15,25.0,1,51.53508771929825
22,15,25.0,1,51.53508771929825
23,15,25.0,1,51.53508771929825
23,15,25.0,1,51.53508771929825
23,15,25.0,1,51.53508771929825
0,0,25.0,1,0.0
23,15,25.0,1,51.53508771929825
24,15,25.0,1,51.53508771929825
23,15,25.0,1,51.68128654970761
23,15,25.0,1,51.68128654970761
23,15,25.0,1,51.68128654970761
23,15,25.0,1,51.68128654970761
24,15,25.0,1,51.68128654970761
24,15,25.0,1,51.68128654970761
23,15,25.0,1,51.827485380116954
23,15,25.0,1,51.827485380116954
23,15,25.0,1,51.60818713450293
23,15,25.0,1,51.60818713450293
22,15,25.0,1,51.461988304093566
23,15,25.0,1,51.60818713450293
23,15,25.0,1,51.60818713450293
22,15,25.0,1,51.461988304093566
24,15,25.0,1,51.60818713450293
24,15,25.0,1,51.60818713450293
22,15,25.0,1,51.68128654970761
23,15,25.0,1,51.75438596491229
22,15,25.0,1,51.68128654970761
23,15,25.0,1,51.75438596491229
22,15,25.0,1,51.68128654970761
23,15,25.0,1,51.75438596491229
23,15,25.0,1,51.75438596491229
22,15,25.0,1,51.68128654970761
24,15,25.0,1,51.75438596491229
23,15,25.0,1,51.68128654970761
24,15,25.0,1,51.75438596491229
23,15,25.0,1,51.53508771929825
22,15,25.0,1,51.461988304093566
23,15,25.0,1,51.53508771929825
22,15,25.0,1,51.461988304093566
23,15,25.0,1,51.53508771929825
22,15,25.0,1,51.461988304093566
22,15,25.0,1,51.461988304093566
21,15,25.0,1,51.68128654970761
22,15,25.0,1,51.68128654970761
22,15,25.0,1,51.68128654970761
22,15,25.0,1,51.68128654970761
22,15,25.0,1,51.60818713450293
22,15,25.0,1,51.60818713450293
23,15,25.0,1,51.53508771929825
22,15,25.0,1,51.60818713450293
23,15,25.0,1,51.53508771929825
24,15,25.0,1,51.53508771929825
0,0,25.0,1,0.0
22,15,25.0,1,51.68128654970761
0,0,25.0,1,0.0
23,15,25.0,1,51.60818713450293
23,15,25.0,1,51.60818713450293
0,0,25.0,1,0.0
23,15,25.0,1,51.60818713450293
23,15,25.0,1,51.60818713450293
24,15,25.0,1,51.60818713450293
22,15,25.0,2,51.68128654970761
24,15,25.0,2,51.68128654970761
0,0,25.0,2,0.0
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
23,15,25.0,2,51.68128654970761
23,15,25.0,2,51.68128654970761
23,15,25.0,2,51.68128654970761
23,15,25.0,2,51.68128654970761
24,15,25.0,2,51.68128654970761
24,15,25.0,2,51.68128654970761
21,15,25.0,2,51.68128654970761
21,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
0,0,25.0,2,0.0
23,15,25.0,2,51.68128654970761
24,15,25.0,2,51.68128654970761
23,15,25.0,2,51.53508771929825
23,15,25.0,2,51.53508771929825
23,15,25.0,2,51.53508771929825
22,15,25.0,2,51.53508771929825
22,15,25.0,2,51.53508771929825
23,15,25.0,2,51.53508771929825
24,15,25.0,2,51.53508771929825
24,15,25.0,2,51.53508771929825
23,15,25.0,2,51.461988304093566
0,0,25.0,2,0.0
21,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
23,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
22,15,25.0,2,51.68128654970761
23,15,25.0,2,51.388888888888886
21,15,25.0,2,51.60818713450293
22,15,25.0,2,51.53508771929825
22,15,25.0,2,51.60818713450293
22,15,25.0,2,51.53508771929825
23,15,25.0,2,51.53508771929825
22,15,25.0,2,51.60818713450293
22,15,25.0,2,51.53508771929825
22,15,25.0,2,51.60818713450293
23,15,25.0,2,51.53508771929825
23,15,25.0,2,51.53508771929825
23,15,25.0,2,51.53508771929825
23,15,25.0,2,51.53508771929825
24,15,25.0,2,51.53508771929825
22,15,25.0,2,51.900584795321635
22,15,25.0,2,51.60818713450293
22,15,25.0,2,51.900584795321635
22,15,25.0,2,51.900584795321635
22,15,25.0,3,51.827485380116954
22,15,25.0,3,51.827485380116954
0,0,25.0,3,0.0
0,0,25.0,3,0.0
23,15,25.0,3,51.827485380116954
23,15,25.0,3,51.827485380116954
22,15,25.0,3,51.973684210526315
22,15,25.0,3,51.973684210526315
23,15,25.0,3,51.827485380116954
22,15,25.0,3,51.973684210526315
22,15,25.0,3,51.973684210526315
23,15,25.0,3,51.973684210526315
22,15,25.0,3,51.827485380116954
22,15,25.0,3,51.827485380116954
0,0,25.0,3,0.0
22,15,25.0,3,51.75438596491229
22,15,25.0,3,51.75438596491229
23,16,25.0,3,51.827485380116954
23,16,25.0,3,51.827485380116954
0,0,25.0,3,0.0
22,15,25.0,3,51.60818713450293
22,15,25.0,3,51.60818713450293
22,15,25.0,3,52.046783625730995
22,15,25.0,3,52.046783625730995
23,15,25.0,3,52.046783625730995
24,15,25.0,3,51.68128654970761
23,16,25.0,3,51.900584795321635
23,16,25.0,3,51.900584795321635
23,15,25.0,3,52.119883040935676
23,15,25.0,3,52.119883040935676
24,15,25.0,3,52.119883040935676
24,15,25.0,3,52.119883040935676
24,15,25.0,3,52.119883040935676
22,15,25.0,3,51.827485380116954
22,16,25.0,3,51.68128654970761
22,16,25.0,3,52.046783625730995
22,16,25.0,3,51.68128654970761
22,16,25.0,3,51.68128654970761
23,16,25.0,3,52.046783625730995
23,16,25.0,3,52.046783625730995
22,16,25.0,3,51.68128654970761
23,16,25.0,3,52.046783625730995
23,16,25.0,3,52.046783625730995
24,16,25.0,3,52.046783625730995
24,16,25.0,3,52.046783625730995
23,16,25.0,3,51.973684210526315
23,16,25.0,3,51.973684210526315
24,16,25.0,3,51.973684210526315
24,16,25.0,3,51.973684210526315
23,16,25.0,3,52.119883040935676
22,16,25.0,3,51.973684210526315
23,16,25.0,3,51.973684210526315
23,16,25.0,3,51.973684210526315
23,16,25.0,3,51.68128654970761
24,16,25.0,3,51.68128654970761
23,16,25.0,4,52.19298245614035
24,16,25.0,4,52.19298245614035
23,16,25.0,4,52.41228070175439
0,0,25.0,4,0.0
24,16,25.0,4,52.19298245614035
24,16,25.0,4,52.19298245614035
0,0,25.0,4,0.0
23,16,25.0,4,52.046783625730995
23,16,25.0,4,52.046783625730995
23,16,25.0,4,52.046783625730995
24,16,25.0,4,52.046783625730995
24,16,25.0,4,52.046783625730995
24,16,25.0,4,52.046783625730995
24,16,25.0,4,52.046783625730995
23,16,25.0,4,52.119883040935676
23,16,25.0,4,52.119883040935676
23,16,25.0,4,52.19298245614035
23,16,25.0,4,52.26608187134503
23,16,25.0,4,52.26608187134503
23,16,25.0,4,52.26608187134503
24,16,25.0,4,52.26608187134503
24,16,25.0,4,52.26608187134503
0,0,25.0,4,0.0
0,0,25.0,4,0.0
0,0,25.0,4,0.0
22,16,25.0,4,52.26608187134503
24,16,25.0,4,52.33918128654971
24,16,25.0,4,52.33918128654971
23,16,25.0,4,51.827485380116954
23,16,25.0,4,52.19298245614035
0,0,25.0,4,0.0
23,16,25.0,4,52.19298245614035
23,16,25.0,4,52.19298245614035
23,16,25.0,4,52.26608187134503
23,16,25.0,4,52.26608187134503
22,16,25.0,5,51.900584795321635
22,16,25.0,5,51.900584795321635
23,16,25.0,5,51.900584795321635
23,16,25.0,5,51.900584795321635
23,16,25.0,5,51.900584795321635
23,16,25.0,5,51.900584795321635
24,16,25.0,5,51.900584795321635
23,16,25.0,5,52.19298245614035
24,16,25.0,5,51.900584795321635
24,16,25.0,5,51.900584795321635
22,16,25.0,5,52.19298245614035
22,16,25.0,5,52.19298245614035
22,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
22,16,25.0,5,52.19298245614035
22,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
0,0,25.0,5,0.0
22,16,25.0,5,52.19298245614035
22,16,25.0,5,52.26608187134503
22,16,25.0,5,52.19298245614035
22,16,25.0,5,52.19298245614035
22,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
0,0,25.0,5,0.0
24,16,25.0,5,52.33918128654971
24,16,25.0,5,52.33918128654971
24,16,25.0,5,52.33918128654971
24,16,25.0,5,52.33918128654971
21,16,25.0,5,51.900584795321635
23,16,25.0,5,52.19298245614035
23,16,25.0,5,52.19298245614035
0,0,25.0,5,0.0
23,16,25.0,5,52.33918128654971
23,16,25.0,5,52.33918128654971
0,0,25.0,5,0.0
22,16,25.0,5,52.119883040935676
23,16,25.0,5,52.119883040935676
23,16,25.0,5,52.41228070175439
23,16,25.0,5,52.41228070175439
23,16,25.0,5,52.41228070175439
23,16,25.0,6,52.41228070175439
23,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
25,16,25.0,6,52.41228070175439
23,16,25.0,6,52.33918128654971
24,16,25.0,6,52.48538011695907
24,16,25.0,6,52.48538011695907
0,0,25.0,6,0.0
23,16,25.0,6,52.33918128654971
24,16,25.0,6,52.48538011695907
24,16,25.0,6,52.48538011695907
23,16,25.0,6,52.33918128654971
23,16,25.0,6,52.26608187134503
23,16,25.0,6,52.26608187134503
23,16,25.0,6,52.26608187134503
24,16,25.0,6,52.26608187134503
23,16,25.0,6,52.33918128654971
24,16,25.0,6,52.26608187134503
24,16,25.0,6,52.33918128654971
24,16,25.0,6,52.48538011695907
25,16,25.0,6,52.48538011695907
23,16,25.0,6,52.33918128654971
23,16,25.0,6,52.33918128654971
23,16,25.0,6,52.33918128654971
23,16,25.0,6,52.41228070175439
24,16,25.0,6,52.33918128654971
24,16,25.0,6,52.33918128654971
24,16,25.0,6,52.33918128654971
0,0,25.0,6,0.0
24,16,25.0,6,52.33918128654971
24,16,25.0,6,52.33918128654971
24,16,25.0,6,52.33918128654971
24,16,25.0,6,52.33918128654971
24,16,25.0,6,52.41228070175439
23,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.33918128654971
23,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
22,16,25.0,6,52.33918128654971
23,16,25.0,6,52.33918128654971
23,16,25.0,6,52.33918128654971
23,16,25.0,6,52.33918128654971
23,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
24,16,25.0,6,52.41228070175439
