nb_cycle_aller,moy_cycle_aller,d_res_soc,jour_res_soc,nbr_elmt_res_soc,propor_utilisa_aller
54,31,92.0,6,5,79.53216374269006
54,31,92.0,6,5,79.53216374269006
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,31,92.0,6,5,79.53216374269006
54,31,92.0,6,5,79.53216374269006
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
53,29,109.0,2,5,79.97076023391813
55,30,92.0,6,5,78.28947368421053
54,30,92.0,6,5,76.97368421052632
55,30,92.0,6,5,78.28947368421053
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
55,30,92.0,6,5,78.28947368421053
55,30,92.0,6,5,78.28947368421053
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
55,30,92.0,6,5,78.28947368421053
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,30,92.0,6,5,76.97368421052632
54,30,109.0,4,5,79.97076023391813
54,30,109.0,4,5,79.97076023391813
58,30,109.0,2,5,78.14327485380117
58,30,109.0,2,5,78.14327485380117
58,30,109.0,2,5,78.14327485380117
58,30,109.0,2,5,78.14327485380117
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
61,29,109.0,2,5,80.04385964912281
74,29,109.0,2,5,79.45906432748538
74,29,109.0,2,5,79.45906432748538
74,30,109.0,4,5,79.45906432748538
54,30,109.0,6,5,79.97076023391813
58,30,109.0,4,5,78.14327485380117
58,30,109.0,4,5,78.14327485380117
58,30,109.0,4,5,78.14327485380117
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,30,109.0,4,5,80.04385964912281
63,31,109.0,6,5,80.04385964912281
63,31,109.0,6,5,80.04385964912281
63,31,109.0,6,5,80.04385964912281
63,31,109.0,6,5,80.04385964912281
63,31,109.0,6,5,80.04385964912281
63,31,109.0,6,5,80.04385964912281
51,30,75.0,2,7,76.90058479532163
51,30,75.0,2,7,76.90058479532163
60,31,109.0,6,5,78.14327485380117
60,31,109.0,6,5,78.14327485380117
74,31,109.0,6,5,79.45906432748538
60,31,109.0,6,5,78.14327485380117
74,31,109.0,6,5,79.45906432748538
74,31,109.0,6,5,79.45906432748538
74,31,109.0,6,5,79.45906432748538
74,31,109.0,6,5,79.45906432748538
74,31,109.0,6,5,79.45906432748538
74,31,109.0,6,5,79.45906432748538
74,31,109.0,6,5,79.45906432748538
74,31,109.0,6,5,79.45906432748538
68,30,75.0,2,7,77.7046783625731
68,30,75.0,2,7,77.7046783625731
68,30,75.0,2,7,77.7046783625731
68,30,75.0,2,7,77.7046783625731
68,30,75.0,2,7,77.7046783625731
55,30,75.0,2,7,77.99707602339181
55,30,75.0,2,7,77.99707602339181
61,30,75.0,2,7,79.3859649122807
55,30,75.0,2,7,77.99707602339181
55,30,75.0,2,7,77.99707602339181
61,30,75.0,2,7,79.3859649122807
61,30,75.0,2,7,79.3859649122807
55,30,75.0,2,7,77.99707602339181
61,30,75.0,2,7,79.3859649122807
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
52,30,75.0,4,7,76.90058479532163
68,31,75.0,4,7,77.7046783625731
68,31,75.0,4,7,77.7046783625731
68,31,75.0,4,7,77.7046783625731
68,31,75.0,4,7,77.7046783625731
63,31,75.0,4,7,79.3859649122807
63,31,75.0,4,7,79.3859649122807
68,31,75.0,4,7,77.7046783625731
63,31,75.0,4,7,79.3859649122807
68,31,75.0,4,7,77.7046783625731
68,31,75.0,4,7,77.7046783625731
63,31,75.0,4,7,79.3859649122807
68,31,75.0,4,7,77.7046783625731
68,31,75.0,4,7,77.7046783625731
68,31,75.0,4,7,77.7046783625731
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
54,32,75.0,6,7,76.90058479532163
69,32,75.0,6,7,77.7046783625731
69,32,75.0,6,7,77.7046783625731
69,32,75.0,6,7,77.7046783625731
69,32,75.0,6,7,77.7046783625731
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
51,30,92.0,2,7,78.87426900584795
58,32,75.0,6,7,77.99707602339181
65,32,75.0,6,7,79.3859649122807
58,32,75.0,6,7,77.99707602339181
65,32,75.0,6,7,79.3859649122807
58,32,75.0,6,7,77.99707602339181
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
65,32,75.0,6,7,79.3859649122807
57,31,92.0,2,7,80.11695906432749
57,31,92.0,2,7,80.11695906432749
57,31,92.0,2,7,80.11695906432749
57,31,92.0,2,7,80.11695906432749
57,31,92.0,2,7,77.55847953216374
57,31,92.0,2,7,77.55847953216374
57,31,92.0,2,7,77.55847953216374
57,31,92.0,2,7,77.55847953216374
57,31,92.0,2,7,77.55847953216374
57,31,92.0,2,7,77.55847953216374
57,31,92.0,2,7,77.55847953216374
53,32,92.0,4,7,80.11695906432749
57,31,92.0,2,7,77.55847953216374
53,32,92.0,4,7,80.11695906432749
53,32,92.0,4,7,80.11695906432749
57,31,92.0,2,7,77.55847953216374
53,32,92.0,4,7,80.11695906432749
53,32,92.0,4,7,80.11695906432749
53,32,92.0,4,7,80.11695906432749
57,32,92.0,4,7,80.11695906432749
57,32,92.0,4,7,80.11695906432749
57,32,92.0,4,7,80.11695906432749
57,32,92.0,4,7,80.11695906432749
57,32,92.0,4,7,80.11695906432749
57,32,92.0,4,7,80.11695906432749
55,32,92.0,6,7,78.87426900584795
55,32,92.0,6,7,78.87426900584795
55,32,92.0,6,7,78.87426900584795
55,32,92.0,6,7,78.87426900584795
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
58,32,92.0,4,7,77.55847953216374
57,33,92.0,6,7,80.11695906432749
59,33,92.0,6,7,77.55847953216374
51,30,109.0,2,7,79.89766081871345
51,30,109.0,2,7,79.89766081871345
51,30,109.0,2,7,79.89766081871345
51,30,109.0,2,7,79.89766081871345
51,30,109.0,2,7,79.89766081871345
51,30,109.0,2,7,79.89766081871345
51,30,109.0,2,7,79.89766081871345
51,30,109.0,2,7,79.89766081871345
60,31,109.0,2,7,79.53216374269006
60,31,109.0,2,7,79.53216374269006
60,31,109.0,2,7,79.53216374269006
60,31,109.0,2,7,79.53216374269006
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
58,31,109.0,2,7,78.94736842105263
52,31,109.0,4,7,79.89766081871345
58,32,109.0,4,7,79.67836257309942
58,32,109.0,4,7,79.67836257309942
58,32,109.0,4,7,79.67836257309942
61,32,109.0,4,7,79.53216374269006
61,32,109.0,4,7,79.53216374269006
61,32,109.0,4,7,79.53216374269006
61,32,109.0,4,7,79.53216374269006
58,32,109.0,4,7,78.94736842105263
58,32,109.0,4,7,78.94736842105263
61,32,109.0,4,7,79.53216374269006
58,32,109.0,4,7,78.94736842105263
61,32,109.0,4,7,79.53216374269006
61,32,109.0,4,7,79.53216374269006
61,32,109.0,4,7,79.53216374269006
61,32,109.0,4,7,79.53216374269006
61,32,109.0,4,7,79.53216374269006
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
58,33,109.0,6,7,79.67836257309942
62,33,109.0,6,7,79.53216374269006
62,33,109.0,6,7,79.53216374269006
62,33,109.0,6,7,79.53216374269006
62,33,109.0,6,7,79.53216374269006
62,33,109.0,6,7,79.53216374269006
54,32,109.0,6,7,79.89766081871345
54,32,109.0,6,7,79.89766081871345
54,32,109.0,6,7,79.89766081871345
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
50,31,75.0,2,9,78.72807017543859
50,31,75.0,2,9,78.72807017543859
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
58,33,109.0,6,7,78.94736842105263
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
59,32,75.0,2,9,79.3859649122807
53,31,75.0,2,9,80.11695906432749
53,31,75.0,2,9,80.11695906432749
53,31,75.0,2,9,80.11695906432749
51,32,75.0,4,9,78.72807017543859
57,30,75.0,2,9,78.87426900584795
57,30,75.0,2,9,78.87426900584795
57,30,75.0,2,9,78.87426900584795
60,33,75.0,4,9,79.3859649122807
60,33,75.0,4,9,79.3859649122807
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
57,31,75.0,4,9,78.87426900584795
53,33,75.0,4,9,80.11695906432749
53,33,75.0,4,9,80.11695906432749
53,33,75.0,4,9,80.11695906432749
53,33,75.0,4,9,80.11695906432749
53,33,75.0,4,9,80.11695906432749
53,33,75.0,4,9,80.11695906432749
53,33,75.0,4,9,80.11695906432749
53,33,75.0,4,9,80.11695906432749
62,34,75.0,6,9,79.3859649122807
54,33,75.0,6,9,78.72807017543859
54,33,75.0,6,9,78.72807017543859
54,33,75.0,6,9,78.72807017543859
57,33,75.0,6,9,78.87426900584795
57,33,75.0,6,9,78.87426900584795
57,33,75.0,6,9,78.87426900584795
57,33,75.0,6,9,78.87426900584795
57,33,75.0,6,9,78.87426900584795
57,33,75.0,6,9,78.87426900584795
54,34,75.0,6,9,80.11695906432749
54,34,75.0,6,9,80.11695906432749
54,34,75.0,6,9,80.11695906432749
54,34,75.0,6,9,80.11695906432749
54,34,75.0,6,9,80.11695906432749
54,34,75.0,6,9,80.11695906432749
57,31,92.0,2,9,78.0701754385965
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.94736842105263
57,31,92.0,2,9,78.0701754385965
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.94736842105263
60,32,92.0,2,9,78.94736842105263
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.58187134502924
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.94736842105263
60,32,92.0,2,9,78.94736842105263
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.58187134502924
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.94736842105263
60,32,92.0,2,9,78.58187134502924
60,32,92.0,2,9,78.58187134502924
60,32,92.0,2,9,78.94736842105263
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.58187134502924
57,31,92.0,2,9,78.0701754385965
57,31,92.0,2,9,78.0701754385965
60,32,92.0,2,9,78.58187134502924
54,31,92.0,2,9,78.80116959064327
60,33,92.0,4,9,78.94736842105263
60,33,92.0,4,9,78.94736842105263
59,32,92.0,4,9,78.0701754385965
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
56,32,92.0,4,9,78.80116959064327
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
61,34,92.0,6,9,78.94736842105263
66,34,92.0,6,9,78.58187134502924
66,34,92.0,6,9,78.58187134502924
66,34,92.0,6,9,78.58187134502924
60,32,109.0,2,9,78.94736842105263
60,32,109.0,2,9,78.94736842105263
60,33,92.0,6,9,78.0701754385965
60,33,92.0,6,9,78.0701754385965
60,33,92.0,6,9,78.0701754385965
60,33,92.0,6,9,78.0701754385965
58,34,92.0,6,9,78.80116959064327
60,33,92.0,6,9,78.0701754385965
58,34,92.0,6,9,78.80116959064327
60,33,92.0,6,9,78.0701754385965
60,33,92.0,6,9,78.0701754385965
58,34,92.0,6,9,78.80116959064327
60,33,92.0,6,9,78.0701754385965
58,34,92.0,6,9,78.80116959064327
60,33,92.0,6,9,78.0701754385965
58,34,92.0,6,9,78.80116959064327
58,34,92.0,6,9,78.80116959064327
60,33,92.0,6,9,78.0701754385965
58,34,92.0,6,9,78.80116959064327
60,33,92.0,6,9,78.0701754385965
58,34,92.0,6,9,78.80116959064327
60,33,92.0,6,9,78.0701754385965
60,33,92.0,6,9,78.0701754385965
60,33,92.0,6,9,78.0701754385965
60,32,109.0,2,9,80.04385964912281
60,33,92.0,6,9,78.0701754385965
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
58,31,109.0,2,9,80.33625730994152
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
58,31,109.0,2,9,80.33625730994152
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
61,32,109.0,2,9,79.67836257309942
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
60,32,109.0,2,9,80.04385964912281
