nb_cycle_aller,moy_cycle_aller,dist_veto,propor_utilisa_aller,jour_marche
27,18,1.0,52.77777777777778,7
25,18,1.0,51.31578947368421,7
25,18,1.0,51.31578947368421,7
25,18,1.0,52.7046783625731,7
25,18,1.0,52.7046783625731,7
25,18,1.0,52.7046783625731,7
25,18,1.0,52.7046783625731,7
26,18,1.0,50.73099415204678,7
27,18,1.0,51.09649122807017,7
27,18,1.0,51.09649122807017,7
27,18,1.0,51.09649122807017,7
27,18,1.0,51.09649122807017,7
27,18,1.0,51.09649122807017,7
27,18,1.0,51.09649122807017,7
25,18,1.0,50.877192982456144,7
26,18,1.0,53.43567251461988,7
26,18,1.0,53.43567251461988,7
27,18,1.0,50.07309941520468,7
26,18,1.0,53.43567251461988,7
27,18,1.0,50.07309941520468,7
28,18,1.0,52.48538011695907,7
26,18,1.0,53.43567251461988,7
28,18,1.0,52.48538011695907,7
27,18,1.0,50.07309941520468,7
26,18,1.0,53.43567251461988,7
27,18,1.0,50.07309941520468,7
27,18,1.0,50.07309941520468,7
27,18,1.0,50.07309941520468,7
25,18,1.0,50.58479532163743,7
25,18,1.0,52.63157894736842,7
25,18,1.0,50.58479532163743,7
25,18,1.0,52.63157894736842,7
25,18,1.0,52.63157894736842,7
25,18,1.0,50.58479532163743,7
25,17,1.0,51.900584795321635,7
25,17,1.0,51.900584795321635,7
25,18,1.0,52.63157894736842,7
25,18,1.0,50.58479532163743,7
25,18,1.0,52.63157894736842,7
25,18,1.0,50.58479532163743,7
25,18,1.0,50.58479532163743,7
25,18,1.0,50.58479532163743,7
25,18,1.0,50.58479532163743,7
25,18,1.0,50.58479532163743,7
25,18,1.0,50.58479532163743,7
26,18,1.0,53.94736842105263,7
25,18,1.0,50.58479532163743,7
26,18,1.0,53.94736842105263,7
26,18,1.0,53.94736842105263,7
26,18,1.0,53.94736842105263,7
26,18,1.0,53.94736842105263,7
26,18,1.0,53.94736842105263,7
26,18,1.0,53.94736842105263,7
26,18,1.0,53.94736842105263,7
26,17,1.0,52.63157894736842,8
25,18,1.0,53.289473684210535,8
26,17,1.0,52.63157894736842,8
25,18,1.0,53.289473684210535,8
25,18,1.0,0.0,8
25,18,1.0,51.31578947368421,8
25,18,1.0,51.31578947368421,8
25,18,1.0,51.31578947368421,8
25,18,1.0,51.31578947368421,8
25,18,1.0,51.31578947368421,8
27,18,1.0,52.77777777777778,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
27,18,1.0,52.63157894736842,8
25,18,1.0,52.7046783625731,8
25,18,1.0,52.7046783625731,8
25,18,1.0,52.7046783625731,8
25,18,1.0,52.7046783625731,8
25,18,1.0,52.7046783625731,8
25,18,1.0,52.7046783625731,8
26,18,1.0,51.75438596491229,8
26,18,1.0,50.73099415204678,8
27,18,1.0,51.09649122807017,8
26,18,1.0,50.73099415204678,8
27,18,1.0,51.09649122807017,8
26,18,1.0,50.73099415204678,8
26,18,1.0,50.73099415204678,8
27,18,1.0,51.09649122807017,8
27,18,1.0,51.09649122807017,8
26,18,1.0,53.43567251461988,8
26,18,1.0,53.43567251461988,8
26,18,1.0,53.43567251461988,8
26,18,1.0,53.43567251461988,8
25,18,1.0,50.877192982456144,8
27,18,1.0,50.07309941520468,8
26,18,1.0,53.43567251461988,8
25,18,1.0,50.877192982456144,8
26,18,1.0,53.43567251461988,8
27,18,1.0,50.07309941520468,8
27,18,1.0,50.07309941520468,8
26,18,1.0,53.43567251461988,8
27,18,1.0,50.07309941520468,8
27,18,1.0,50.07309941520468,8
27,18,1.0,50.07309941520468,8
25,18,1.0,52.63157894736842,8
25,18,1.0,52.63157894736842,8
25,18,1.0,52.63157894736842,8
25,18,1.0,52.63157894736842,8
25,18,1.0,52.63157894736842,8
25,18,1.0,50.58479532163743,8
25,17,1.0,51.900584795321635,8
25,17,1.0,51.900584795321635,8
25,18,1.0,50.58479532163743,8
25,17,1.0,51.900584795321635,8
25,17,1.0,51.900584795321635,8
25,17,1.0,51.900584795321635,8
26,18,1.0,53.94736842105263,8
26,18,1.0,53.94736842105263,8
26,18,1.0,53.94736842105263,8
26,18,1.0,53.94736842105263,8
25,18,1.0,53.289473684210535,9
25,18,1.0,53.289473684210535,9
25,18,1.0,53.289473684210535,9
25,18,1.0,53.289473684210535,9
25,18,1.0,0.0,9
25,18,1.0,51.31578947368421,9
25,18,1.0,51.31578947368421,9
25,18,1.0,51.31578947368421,9
25,18,1.0,51.31578947368421,9
27,18,1.0,52.63157894736842,9
25,18,1.0,51.31578947368421,9
27,18,1.0,52.63157894736842,9
27,18,1.0,52.63157894736842,9
27,18,1.0,52.63157894736842,9
27,18,1.0,52.63157894736842,9
27,18,1.0,52.63157894736842,9
25,18,1.0,52.7046783625731,9
25,18,1.0,52.7046783625731,9
26,18,1.0,51.75438596491229,9
26,18,1.0,51.75438596491229,9
26,18,1.0,50.73099415204678,9
27,18,1.0,51.09649122807017,9
27,18,1.0,51.09649122807017,9
27,18,1.0,51.09649122807017,9
25,18,1.0,50.877192982456144,9
26,18,1.0,53.43567251461988,9
26,18,1.0,53.43567251461988,9
26,18,1.0,53.43567251461988,9
26,18,1.0,53.43567251461988,9
27,18,1.0,50.07309941520468,9
27,18,1.0,50.07309941520468,9
27,18,1.0,50.07309941520468,9
27,18,1.0,50.07309941520468,9
27,18,1.0,50.07309941520468,9
27,18,1.0,50.07309941520468,9
28,18,1.0,52.48538011695907,9
25,18,1.0,52.63157894736842,9
25,18,1.0,52.63157894736842,9
25,18,1.0,52.63157894736842,9
25,18,1.0,52.63157894736842,9
25,18,1.0,50.58479532163743,9
25,17,1.0,51.900584795321635,9
25,18,1.0,52.63157894736842,9
25,17,1.0,51.900584795321635,9
25,18,1.0,50.58479532163743,9
26,18,1.0,53.94736842105263,9
25,17,1.0,51.900584795321635,9
26,18,1.0,53.94736842105263,9
25,17,1.0,51.900584795321635,9
26,18,1.0,53.94736842105263,9
25,17,1.0,51.900584795321635,9
25,17,1.0,51.900584795321635,9
26,18,1.0,53.94736842105263,9
26,18,1.0,53.94736842105263,9
26,18,1.0,53.94736842105263,9
26,18,1.0,53.94736842105263,9
26,18,1.0,53.94736842105263,9
25,18,1.0,53.289473684210535,10
25,18,1.0,53.289473684210535,10
26,18,1.0,53.143274853801174,10
26,18,1.0,53.143274853801174,10
26,18,1.0,53.143274853801174,10
26,17,1.0,52.63157894736842,10
26,18,1.0,53.143274853801174,10
26,18,1.0,53.143274853801174,10
26,18,1.0,53.143274853801174,10
25,18,1.0,0.0,10
25,18,1.0,51.31578947368421,10
25,18,1.0,51.31578947368421,10
25,18,1.0,51.31578947368421,10
25,18,1.0,51.31578947368421,10
27,18,1.0,52.77777777777778,10
25,18,1.0,52.7046783625731,10
25,18,1.0,52.7046783625731,10
26,18,1.0,51.75438596491229,10
27,18,1.0,51.09649122807017,10
26,18,1.0,50.73099415204678,10
25,18,1.0,50.877192982456144,10
26,18,1.0,53.43567251461988,10
26,18,1.0,53.43567251461988,10
26,18,1.0,53.43567251461988,10
26,18,1.0,53.43567251461988,10
27,18,1.0,50.07309941520468,10
27,18,1.0,50.07309941520468,10
27,18,1.0,50.07309941520468,10
28,18,1.0,52.48538011695907,10
27,18,1.0,50.07309941520468,10
27,18,1.0,50.07309941520468,10
28,18,1.0,52.48538011695907,10
28,18,1.0,52.48538011695907,10
27,18,1.0,50.07309941520468,10
28,18,1.0,52.48538011695907,10
28,18,1.0,52.48538011695907,10
28,18,1.0,52.48538011695907,10
28,18,1.0,52.48538011695907,10
28,18,1.0,52.48538011695907,10
28,18,1.0,52.48538011695907,10
25,18,1.0,52.63157894736842,10
25,18,1.0,52.63157894736842,10
25,18,1.0,52.63157894736842,10
25,17,1.0,51.900584795321635,10
25,18,1.0,52.63157894736842,10
25,18,1.0,50.58479532163743,10
25,18,1.0,52.63157894736842,10
25,17,1.0,51.900584795321635,10
25,18,1.0,50.58479532163743,10
25,17,1.0,51.900584795321635,10
25,18,1.0,50.58479532163743,10
25,17,1.0,51.900584795321635,10
26,18,1.0,53.94736842105263,10
25,17,1.0,51.900584795321635,10
26,18,1.0,53.94736842105263,10
26,18,1.0,53.94736842105263,10
26,18,1.0,53.94736842105263,10
26,18,1.0,53.94736842105263,10
26,18,1.0,53.94736842105263,10
26,18,1.0,53.94736842105263,10
25,18,1.0,53.289473684210535,11
26,18,1.0,53.143274853801174,11
26,18,1.0,53.143274853801174,11
25,18,1.0,53.289473684210535,11
26,18,1.0,53.143274853801174,11
26,18,1.0,53.143274853801174,11
26,18,1.0,53.143274853801174,11
26,18,1.0,53.143274853801174,11
26,18,1.0,53.143274853801174,11
26,18,1.0,53.143274853801174,11
25,18,1.0,0.0,11
25,18,1.0,0.0,11
25,18,1.0,51.31578947368421,11
25,18,1.0,51.31578947368421,11
27,18,1.0,52.77777777777778,11
25,18,1.0,52.7046783625731,11
25,18,1.0,52.7046783625731,11
25,18,1.0,52.7046783625731,11
25,18,1.0,52.7046783625731,11
26,18,1.0,50.73099415204678,11
26,18,1.0,50.73099415204678,11
26,18,1.0,51.75438596491229,11
25,18,1.0,50.877192982456144,11
26,18,1.0,53.43567251461988,11
26,18,1.0,53.43567251461988,11
26,18,1.0,53.43567251461988,11
26,18,1.0,53.43567251461988,11
27,18,1.0,50.07309941520468,11
27,18,1.0,50.07309941520468,11
27,18,1.0,50.07309941520468,11
25,18,1.0,52.63157894736842,11
25,18,1.0,52.63157894736842,11
25,18,1.0,52.63157894736842,11
25,18,1.0,52.63157894736842,11
25,18,1.0,50.58479532163743,11
25,18,1.0,52.63157894736842,11
25,18,1.0,50.58479532163743,11
25,17,1.0,51.900584795321635,11
26,18,1.0,53.94736842105263,11
25,17,1.0,51.900584795321635,11
26,18,1.0,53.94736842105263,11
25,17,1.0,51.900584795321635,11
25,17,1.0,51.900584795321635,11
25,18,1.0,53.289473684210535,12
25,18,1.0,53.289473684210535,12
26,17,1.0,52.63157894736842,12
25,18,1.0,0.0,12
25,18,1.0,0.0,12
25,18,1.0,0.0,12
25,18,1.0,51.31578947368421,12
25,18,1.0,51.31578947368421,12
25,18,1.0,51.31578947368421,12
25,18,1.0,51.31578947368421,12
25,18,1.0,51.31578947368421,12
27,18,1.0,52.77777777777778,12
25,18,1.0,52.7046783625731,12
25,18,1.0,52.7046783625731,12
26,18,1.0,51.75438596491229,12
27,18,1.0,51.09649122807017,12
26,18,1.0,50.73099415204678,12
25,18,1.0,50.877192982456144,12
27,18,1.0,50.07309941520468,12
26,18,1.0,53.43567251461988,12
27,18,1.0,50.07309941520468,12
27,18,1.0,50.07309941520468,12
27,18,1.0,50.07309941520468,12
28,18,1.0,52.48538011695907,12
27,18,1.0,50.07309941520468,12
28,18,1.0,52.48538011695907,12
27,18,1.0,50.07309941520468,12
28,18,1.0,52.48538011695907,12
28,18,1.0,52.48538011695907,12
28,18,1.0,52.48538011695907,12
28,18,1.0,52.48538011695907,12
28,18,1.0,52.48538011695907,12
28,18,1.0,52.48538011695907,12
28,18,1.0,52.48538011695907,12
25,18,1.0,50.58479532163743,12
25,18,1.0,52.63157894736842,12
25,18,1.0,50.58479532163743,12
25,17,1.0,51.900584795321635,12
26,18,1.0,53.94736842105263,12
25,17,1.0,51.900584795321635,12
26,18,1.0,53.94736842105263,12
25,17,1.0,51.900584795321635,12
25,17,1.0,51.900584795321635,12
26,18,1.0,53.94736842105263,12
26,18,1.0,53.94736842105263,12
26,18,1.0,53.94736842105263,12
26,18,1.0,53.94736842105263,12
26,18,1.0,53.94736842105263,12
26,18,1.0,51.827485380116954,13
26,18,1.0,53.143274853801174,13
26,18,1.0,51.827485380116954,13
26,18,1.0,53.143274853801174,13
25,18,1.0,53.289473684210535,13
25,18,1.0,53.289473684210535,13
26,17,1.0,52.63157894736842,13
25,18,1.0,0.0,13
25,18,1.0,51.31578947368421,13
25,18,1.0,51.31578947368421,13
25,18,1.0,51.31578947368421,13
27,18,1.0,52.77777777777778,13
27,18,1.0,52.77777777777778,13
25,18,1.0,52.7046783625731,13
25,18,1.0,52.7046783625731,13
26,18,1.0,51.75438596491229,13
26,18,1.0,50.73099415204678,13
27,18,1.0,51.09649122807017,13
25,18,1.0,50.877192982456144,13
25,18,1.0,50.877192982456144,13
25,18,1.0,50.877192982456144,13
25,18,1.0,50.877192982456144,13
26,18,1.0,53.43567251461988,13
25,18,1.0,50.877192982456144,13
25,18,1.0,50.877192982456144,13
26,18,1.0,53.43567251461988,13
27,18,1.0,50.07309941520468,13
26,18,1.0,53.43567251461988,13
27,18,1.0,50.07309941520468,13
27,18,1.0,50.07309941520468,13
27,18,1.0,50.07309941520468,13
28,18,1.0,52.48538011695907,13
28,18,1.0,52.48538011695907,13
27,18,1.0,50.07309941520468,13
27,18,1.0,50.07309941520468,13
28,18,1.0,52.48538011695907,13
28,18,1.0,52.48538011695907,13
28,18,1.0,52.48538011695907,13
28,18,1.0,52.48538011695907,13
28,18,1.0,52.48538011695907,13
28,18,1.0,52.48538011695907,13
28,18,1.0,52.48538011695907,13
25,18,1.0,52.63157894736842,13
25,17,1.0,51.900584795321635,13
25,18,1.0,50.58479532163743,13
25,18,1.0,50.58479532163743,13
25,17,1.0,51.900584795321635,13
25,17,1.0,51.900584795321635,13
26,18,1.0,53.94736842105263,13
25,17,1.0,51.900584795321635,13
26,18,1.0,53.94736842105263,13
25,17,1.0,51.900584795321635,13
26,18,1.0,53.94736842105263,13
25,17,1.0,51.900584795321635,13
26,18,1.0,53.94736842105263,13
26,18,1.0,53.94736842105263,13
26,18,1.0,53.94736842105263,13
26,18,1.0,53.94736842105263,13
25,18,1.0,53.289473684210535,14
25,18,1.0,53.289473684210535,14
26,18,1.0,51.827485380116954,14
26,18,1.0,53.143274853801174,14
26,18,1.0,51.827485380116954,14
26,17,1.0,52.63157894736842,14
25,18,1.0,0.0,14
25,18,1.0,51.31578947368421,14
25,18,1.0,51.31578947368421,14
25,18,1.0,51.31578947368421,14
27,18,1.0,52.77777777777778,14
25,18,1.0,51.31578947368421,14
25,18,1.0,51.31578947368421,14
25,18,1.0,52.7046783625731,14
25,18,1.0,52.7046783625731,14
25,18,1.0,52.7046783625731,14
25,18,1.0,52.7046783625731,14
27,18,1.0,51.09649122807017,14
26,18,1.0,50.73099415204678,14
26,18,1.0,51.75438596491229,14
26,18,1.0,51.75438596491229,14
25,18,1.0,50.877192982456144,14
26,18,1.0,53.43567251461988,14
26,18,1.0,53.43567251461988,14
26,18,1.0,53.43567251461988,14
26,18,1.0,53.43567251461988,14
27,18,1.0,50.07309941520468,14
28,18,1.0,52.48538011695907,14
27,18,1.0,50.07309941520468,14
27,18,1.0,50.07309941520468,14
28,18,1.0,52.48538011695907,14
27,18,1.0,50.07309941520468,14
27,18,1.0,50.07309941520468,14
27,18,1.0,50.07309941520468,14
25,18,1.0,52.63157894736842,14
25,18,1.0,52.63157894736842,14
25,17,1.0,51.900584795321635,14
25,18,1.0,52.63157894736842,14
25,17,1.0,51.900584795321635,14
25,18,1.0,52.63157894736842,14
25,18,1.0,50.58479532163743,14
25,18,1.0,52.63157894736842,14
25,18,1.0,50.58479532163743,14
26,18,1.0,53.94736842105263,14
26,18,1.0,53.94736842105263,14
26,18,1.0,53.94736842105263,14
26,18,1.0,53.94736842105263,14
26,18,1.0,53.94736842105263,14
26,18,1.0,53.94736842105263,14
26,18,1.0,53.94736842105263,14
26,17,3.0,52.63157894736842,4
25,18,3.0,53.3625730994152,4
26,18,3.0,53.143274853801174,4
26,18,3.0,51.53508771929825,4
26,18,3.0,53.143274853801174,4
25,18,3.0,53.3625730994152,4
26,18,3.0,53.143274853801174,4
25,18,3.0,53.3625730994152,4
25,18,3.0,0.0,4
25,18,3.0,51.388888888888886,4
25,18,3.0,0.0,4
27,18,3.0,52.55847953216374,4
25,18,3.0,51.388888888888886,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.77777777777778,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.77777777777778,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.77777777777778,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.77777777777778,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
27,18,3.0,52.55847953216374,4
25,18,3.0,52.63157894736842,4
25,18,3.0,52.63157894736842,4
25,18,3.0,52.63157894736842,4
25,18,3.0,52.63157894736842,4
27,18,3.0,51.16959064327485,4
26,18,3.0,51.75438596491229,4
26,18,3.0,51.75438596491229,4
27,18,3.0,51.16959064327485,4
26,18,3.0,51.75438596491229,4
26,18,3.0,50.80409356725146,4
27,18,3.0,51.16959064327485,4
27,18,3.0,51.16959064327485,4
26,18,3.0,50.80409356725146,4
27,18,3.0,51.16959064327485,4
27,18,3.0,51.16959064327485,4
26,18,3.0,53.43567251461988,4
25,18,3.0,0.0,4
26,18,3.0,53.43567251461988,4
27,18,3.0,50.07309941520468,4
28,18,3.0,52.41228070175439,4
27,18,3.0,50.07309941520468,4
27,18,3.0,50.07309941520468,4
27,18,3.0,50.07309941520468,4
27,18,3.0,50.07309941520468,4
25,18,3.0,52.55847953216374,4
25,18,3.0,52.55847953216374,4
25,18,3.0,52.55847953216374,4
25,18,3.0,52.55847953216374,4
25,17,3.0,51.900584795321635,4
25,18,3.0,52.55847953216374,4
25,18,3.0,52.55847953216374,4
25,18,3.0,50.73099415204678,4
26,18,3.0,53.94736842105263,4
26,18,3.0,53.94736842105263,4
26,17,3.0,52.63157894736842,5
26,17,3.0,52.63157894736842,5
26,17,3.0,52.63157894736842,5
26,17,3.0,52.63157894736842,5
26,17,3.0,52.63157894736842,5
26,17,3.0,52.63157894736842,5
26,17,3.0,52.63157894736842,5
25,18,3.0,53.289473684210535,5
25,18,3.0,53.289473684210535,5
26,17,3.0,52.63157894736842,5
26,18,3.0,51.53508771929825,5
26,18,3.0,51.53508771929825,5
26,18,3.0,51.53508771929825,5
26,18,3.0,53.143274853801174,5
26,18,3.0,53.143274853801174,5
26,18,3.0,51.388888888888886,5
26,18,3.0,51.388888888888886,5
25,18,3.0,0.0,5
25,18,3.0,0.0,5
25,18,3.0,0.0,5
25,18,3.0,0.0,5
25,18,3.0,0.0,5
25,18,3.0,0.0,5
25,18,3.0,0.0,5
25,18,3.0,0.0,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
27,18,3.0,52.63157894736842,5
25,18,3.0,52.63157894736842,5
25,18,3.0,52.63157894736842,5
25,18,3.0,52.63157894736842,5
25,18,3.0,52.63157894736842,5
26,18,3.0,50.80409356725146,5
26,18,3.0,51.75438596491229,5
26,18,3.0,50.80409356725146,5
26,18,3.0,50.80409356725146,5
26,18,3.0,50.80409356725146,5
26,18,3.0,50.80409356725146,5
27,18,3.0,51.16959064327485,5
26,18,3.0,50.80409356725146,5
26,18,3.0,50.80409356725146,5
25,18,3.0,50.80409356725146,5
25,18,3.0,50.80409356725146,5
25,18,3.0,50.80409356725146,5
27,18,3.0,50.07309941520468,5
27,18,3.0,50.07309941520468,5
25,18,3.0,52.55847953216374,5
25,18,3.0,52.55847953216374,5
25,18,3.0,52.55847953216374,5
25,18,3.0,52.55847953216374,5
25,18,3.0,50.58479532163743,5
25,17,3.0,51.900584795321635,5
25,17,3.0,51.900584795321635,5
25,17,3.0,51.900584795321635,5
25,18,3.0,53.3625730994152,6
25,18,3.0,53.3625730994152,6
25,18,3.0,53.3625730994152,6
26,18,3.0,51.53508771929825,6
25,18,3.0,53.3625730994152,6
26,17,3.0,52.63157894736842,6
25,18,3.0,53.3625730994152,6
25,18,3.0,53.3625730994152,6
26,17,3.0,52.63157894736842,6
26,17,3.0,52.63157894736842,6
25,18,3.0,53.3625730994152,6
